idpozo,pet_2024,pet_2025,gas_2024,gas_2025,var_pet,var_gas
212,878.86,675.18,98.15,76.47,-23.18,-22.09
213,0.0,0.0,0.0,0.0,,
214,1188.46,858.24,66.36,48.61,-27.79,-26.75
215,704.9200000000001,603.81,52.660000000000004,45.76,-14.34,-13.1
216,388.84000000000003,451.65999999999997,26.72,31.310000000000002,16.16,17.18
217,322.49,267.91,24.17,20.33,-16.92,-15.89
218,913.55,709.35,13.4,10.53,-22.35,-21.42
219,221.64000000000001,174.36,20.64,16.45,-21.33,-20.3
220,0.0,0.0,0.0,0.0,,
221,0.0,0.0,0.0,0.0,,
223,69.73,0.0,5.78,0.0,-100.0,-100.0
224,0.0,0.0,0.0,0.0,,
225,253.09,372.92,13.59,20.35,47.35,49.74
226,414.76,411.79,77.23,77.7,-0.72,0.61
227,0.0,0.0,0.0,0.0,,
228,634.02,533.51,106.2,90.65,-15.85,-14.64
229,0.0,0.0,0.0,0.0,,
230,98.24,84.53,6.98,6.09,-13.96,-12.75
231,162.98,130.91,15.16,12.36,-19.68,-18.47
232,963.64,854.92,32.0,28.77,-11.28,-10.09
233,291.95,389.69,12.25,16.44,33.48,34.2
234,0.0,0.0,0.0,0.0,,
235,436.59,364.45,24.47,20.71,-16.52,-15.37
236,160.24,145.93,15.02,13.8,-8.93,-8.12
237,360.77,269.62,20.47,15.46,-25.27,-24.47
238,0.0,0.0,0.0,0.0,,
239,197.98000000000002,287.17,3.4,4.970000000000001,45.05,46.18
240,319.4,331.91,2.47,2.6,3.92,5.26
241,507.45,597.25,5.57,6.609999999999999,17.7,18.67
242,159.91,157.51,2.38,2.36,-1.5,-0.84
243,592.92,540.28,7.05,6.49,-8.88,-7.94
244,188.66,186.04,3.17,3.18,-1.39,0.32
245,0.0,0.0,0.0,0.0,,
246,0.0,0.0,0.0,0.0,,
251,363.96,282.87,10.2,8.05,-22.28,-21.08
252,0.0,0.0,0.0,0.0,,
387,424.37,123.63,52.88,16.310000000000002,-70.87,-69.16
388,0.0,0.0,0.0,0.0,,
389,0.0,0.0,0.0,0.0,,
405,0.0,0.0,0.0,0.0,,
407,0.0,0.0,0.0,0.0,,
415,0.0,0.0,0.0,0.0,,
416,0.0,0.0,0.0,0.0,,
417,0.0,0.0,0.0,0.0,,
454,0.0,0.0,0.0,0.0,,
458,13.1,3.58,632.89144,407.16499,-72.67,-35.67
459,0.0,0.0,0.0,0.0,,
460,29.75,19.59,4413.47008,5645.38091,-34.15,27.91
466,798.27,448.11,562.48,370.03,-43.86,-34.21
471,0.0,0.0,0.0,0.0,,
472,5.99,0.0,0.0,0.0,-100.0,
474,0.0,0.0,0.0,0.0,,
475,338.57,189.86,55.57,41.91,-43.92,-24.58
476,0.0,0.0,0.0,0.0,,
477,0.0,0.0,0.0,0.0,,
483,0.0,0.0,0.0,0.0,,
484,10.7,6.83,7.85,6.21,-36.17,-20.89
486,0.0,0.0,0.0,0.0,,
490,0.0,0.0,0.0,0.0,,
492,0.0,0.0,0.0,0.0,,
494,0.0,0.0,183.0,167.0,,-8.74
495,282.2333,247.2999,52.918800000000005,46.369,-12.38,-12.38
496,165.7142,140.9804,52.8875,44.9938,-14.93,-14.93
497,0.0,10.35,0.0,4.6,,
500,175.7084,155.4791,140.5666333,124.3834,-11.51,-11.51
501,173.9584,195.4041,148.5603833,137.2628,12.33,-7.6
506,0.0,119.667,0.0,316.33299999999997,,
530,557.6698032,578.21,0.0,0.0,3.68,
533,620.4301968999999,783.09,0.0,0.0,26.22,
541,0.0,0.0,0.0,0.0,,
542,0.0,0.0,0.0,0.0,,
543,0.0,0.0,0.0,0.0,,
544,499.778,367.76861,237.03823,231.69637,-26.41,-2.25
545,0.0,0.0,0.0,0.0,,
546,0.0,0.0,0.0,0.0,,
549,0.0,0.0,0.0,0.0,,
550,0.0,0.0,0.0,0.0,,
552,0.0,0.0,0.0,0.0,,
555,61.219362000000004,76.306509,46.577708,61.074976,24.64,31.12
556,406.75352,274.16125,209.468444,138.875541,-32.6,-33.7
558,375.108702,243.03265,331.93837,265.67179,-35.21,-19.96
559,472.55608,253.94881,391.30339,357.47158,-46.26,-8.65
560,0.0,0.0,0.0,0.0,,
561,432.27958,346.68015,467.37758,358.18071,-19.8,-23.36
563,430.69088,168.13142200000001,211.40475,109.949815,-60.96,-47.99
565,278.83738,28.297797,189.02224,65.930608,-89.85,-65.12
566,875.33761,804.34794,453.53837,442.3913,-8.11,-2.46
567,609.5136,573.585768,744.30061,419.23747000000003,-5.89,-43.67
568,103.269668,70.448718,138.12,115.985311,-31.78,-16.03
570,0.0,0.0,0.0,0.0,,
571,0.0,0.0,0.0,0.0,,
572,940.30806,735.63386,76.758915,63.089229,-21.77,-17.81
573,120.862006,130.94323,347.56011,263.18018,8.34,-24.28
574,0.0,0.0,0.0,0.0,,
575,0.0,0.0,0.0,0.0,,
576,65.00753,0.0,662.0531,0.0,-100.0,-100.0
577,0.0,0.0,0.0,0.0,,
578,0.0,1.438625,0.0,4.030888,,
579,183.65915999999999,189.417763,381.74876,329.20081,3.14,-13.77
580,0.0,0.0,0.0,0.0,,
581,0.0,0.0,0.0,0.0,,
582,0.0,0.0,0.0,0.0,,
584,0.0,0.0,0.0,0.0,,
585,0.0,0.0,0.0,0.0,,
586,1076.35831,1196.066329,2909.2581,2690.4283,11.12,-7.52
588,0.0,0.0,0.0,0.0,,
589,0.0,0.0,0.0,0.0,,
600,0.0,0.0,0.0,0.0,,
732,0.0,0.0,0.0,0.0,,
737,0.0,0.0,0.0,0.0,,
738,0.0,0.0,0.0,0.0,,
739,1520.26,1205.19,60.82,48.2,-20.72,-20.75
743,0.0,0.0,0.0,0.0,,
2752,0.0,0.0,0.0,0.0,,
2772,0.0,0.0,0.0,0.0,,
2781,0.0,0.0,0.0,0.0,,
2787,137.912145,120.454329,231.530527,187.453693,-12.66,-19.04
2788,0.0,0.0,0.0,0.0,,
3187,0.076094,0.7814719999999999,29.571044,31.888891,926.98,7.84
3188,0.076094,0.216342,0.0,19.759946,184.31,
3189,0.076094,1.500264,278.60793,272.25822,1871.59,-2.28
3190,0.076094,2.354909,516.72798,545.50229,2994.74,5.57
3191,0.0,0.0,0.0,0.0,,
3192,0.0,0.045856,0.0,5.021599,,
3193,0.076094,1.894853,570.40823,330.88601,2390.15,-41.99
3194,0.0,0.512316,149.635406,430.1564,,187.47
3195,0.0,0.17769,19.819747,58.157837,,193.43
3196,0.0,2.000099,387.266653,662.63842,,71.11
3197,0.0,0.0,0.0,0.0,,
3199,0.0,0.0,0.0,0.0,,
3200,0.0,0.0,0.0,0.0,,
3201,0.0,0.0,0.0,0.0,,
3202,0.0,0.0,0.0,0.0,,
3203,61.219362000000004,76.306509,46.577708,61.074976,24.64,31.12
3204,561.70722,378.60362,289.26595,191.78053,-32.6,-33.7
3206,1255.79874,813.63112,1111.27197,889.42298,-35.21,-19.96
3207,265.81279,142.846219,220.10817,201.07776,-46.26,-8.65
3208,288.18638,231.120084,311.58504,238.78714,-19.8,-23.36
3209,381.93341,149.097689,187.47213,97.502666,-60.96,-47.99
3210,517.84083,52.553054,351.04132,122.44256,-89.85,-65.12
3211,875.33761,804.34794,453.53837,442.3913,-8.11,-2.46
3212,91.578762,62.473392000000004,122.483776,102.85489,-31.78,-16.03
3213,0.0,0.0,0.0,0.0,,
3214,65.079542,70.507894,187.147759,141.712405,8.34,-24.28
3218,900.29501,706.51744,298.69779,242.87687,-21.52,-18.69
3219,47.383946,37.185129,15.720938,12.782994,-21.52,-18.69
3220,242.356652,157.064987,82.18684,66.507058,-35.19,-19.08
3221,76.533671,49.599471,25.953738,21.002229,-35.19,-19.08
3222,98.679698,41.015123,72.40776,52.127726,-58.44,-28.01
3224,394.7188,164.060495,289.63105,208.51091,-58.44,-28.01
3225,0.0,0.0,0.0,0.0,,
3226,0.0,0.0,0.0,0.0,,
3228,480.43048,227.445696,0.0,0.0,-52.66,
3229,0.0,0.0,0.0,0.0,,
3230,447.15494,367.53736,145.051876,174.497293,-17.81,20.3
3233,120.04354000000001,11.743712,180.259992,19.465736,-90.22,-89.2
3234,51.447231,5.0330200000000005,77.254285,8.342459,-90.22,-89.2
3235,191.63783,157.516008,62.165096999999996,74.784541,-17.81,20.3
3237,198.968370687,39.389610016999995,62.625645595,7.151596738,-80.2,-88.58
3238,156.369597,81.40729999999999,83.735249,82.029095,-47.94,-2.04
3239,156.369597,81.40729999999999,83.735249,82.029095,-47.94,-2.04
3241,104.97822405400001,267.332130666,27.782583691,55.098552632,154.65,98.32
3242,586.533783185,673.5413056,47.815084799,32.664775624,14.83,-31.69
3243,1097.53527564,823.59726355,220.126361386,208.845226134,-24.96,-5.12
3244,717.90963512,283.394497289,51.856818864,30.718081111,-60.53,-40.76
3245,350.38586983,312.36247430000003,131.157756016,155.965831889,-10.85,18.91
3248,395.12302936,280.74879778,144.299841501,118.275764684,-28.95,-18.03
3249,491.06230381,519.13427062,436.41471241,546.29779338,5.72,25.18
3250,966.46234965,1037.89449175,299.211616959,257.003049288,7.39,-14.11
3251,289.68242071,302.01262853000003,49.788535505,59.738228706,4.26,19.98
3252,295.659044853,222.072163472,61.799942009,51.013804753,-24.89,-17.45
3255,969.12432496,770.3465133,8836.4858346,6396.9833619,-20.51,-27.61
3256,0.0,0.0,0.0,0.0,,
3257,0.0,0.0,0.0,0.0,,
3258,288.86317297,279.98661843,3136.1432720000003,2449.481593,-3.07,-21.9
3260,0.0,0.0,0.0,0.0,,
3262,19.740167931000002,3.466469867,233.572147455,31.303154984,-82.44,-86.6
3263,0.0,0.0,0.0,0.0,,
3264,688.8711363799999,674.29657477,6907.3210803,5265.6167571,-2.12,-23.77
3267,0.0,0.0,0.0,0.0,,
3270,290.36920892300003,429.83277291999997,102.603239653,108.832658758,48.03,6.07
3271,0.0,0.0,0.0,0.0,,
3273,272.73268472,146.539832852,143.208107739,57.716379286,-46.27,-59.7
3274,441.37019043,252.375191503,136.338550926,83.45980075,-42.82,-38.78
3276,0.0,0.0,0.0,0.0,,
3277,0.0,0.0,0.0,0.0,,
3279,0.0,0.0,0.0,0.0,,
3280,0.0,0.0,0.0,0.0,,
3283,0.0,0.0,0.0,0.0,,
3287,289.86603499,480.98501448,3896.9957606,5248.745752,65.93,34.69
3297,0.0,0.0,0.0,0.0,,
3299,819.74266617,670.94296024,162.269990165,57.427332582,-18.15,-64.61
3301,0.0,0.0,0.0,0.0,,
3304,0.0,0.0,0.0,0.0,,
3307,0.0,0.0,0.0,0.0,,
3308,580.07128298,347.38780402,171.643356461,99.210049067,-40.11,-42.2
3309,247.64798844999999,258.41293517,82.75562634799999,101.2748288,4.35,22.38
3310,428.06017252,344.9580679,148.42301122700002,73.479258512,-19.41,-50.49
3312,0.0,0.0,0.0,0.0,,
3313,0.0,0.0,0.0,0.0,,
3314,489.4081602,115.551107004,150.688715885,67.939824223,-76.39,-54.91
3315,470.69300365000004,440.69966739,86.514936624,108.821544874,-6.37,25.78
3316,0.0,0.0,0.0,0.0,,
3317,466.31088884,425.6809039,136.278061051,92.076954435,-8.71,-32.43
3319,0.0,0.0,0.0,0.0,,
3320,620.84374602,397.90541718,139.15706110600001,85.867530107,-35.91,-38.29
3322,0.0,0.0,0.0,0.0,,
3323,0.0,0.0,0.0,0.0,,
3324,0.0,0.0,0.0,0.0,,
3328,0.0,0.0,0.0,0.0,,
3330,630.85195869,266.604533431,93.449178539,50.834031122,-57.74,-45.6
3333,0.0,0.0,0.0,0.0,,
3334,0.0,0.0,0.0,0.0,,
3335,0.0,0.0,0.0,0.0,,
3336,0.0,41.517345967,0.0,38.93158827,,
3337,0.0,0.0,0.0,0.0,,
3338,0.0,0.0,0.0,0.0,,
3339,569.23543106,115.818690012,77.586018143,36.394199987,-79.65,-53.09
3340,0.0,0.0,0.0,0.0,,
3341,0.0,0.0,0.0,0.0,,
3342,699.53788108,333.25374367,139.658708386,134.313062211,-52.36,-3.83
3343,424.861710971,303.468408183,35.491491742,92.280117833,-28.57,160.01
3344,0.0,0.0,0.0,0.0,,
3346,0.0,0.0,0.0,0.0,,
3347,991.13003463,783.75314726,213.743215817,135.23900050700001,-20.92,-36.73
3349,0.0,0.0,0.0,0.0,,
3352,0.0,0.0,0.0,0.0,,
3353,0.0,0.0,0.0,0.0,,
3356,0.0,0.0,0.0,0.0,,
3357,153.98229369,18.893970231,115.38239021,16.970831002,-87.73,-85.29
3359,530.67897008,578.8140727,149.423208791,98.748029583,9.07,-33.91
3360,0.0,0.0,0.0,0.0,,
3361,0.0,0.0,0.0,0.0,,
3368,0.0,0.0,0.0,0.0,,
3369,0.0,0.0,0.0,0.0,,
3370,0.0,0.0,0.0,0.0,,
3371,511.85363537,419.35678166,75.80348867000001,87.444190786,-18.07,15.36
3372,0.0,0.0,0.0,0.0,,
3373,381.82586321,271.134979162,99.33849730200001,91.890042029,-28.99,-7.5
3374,0.0,0.0,0.0,0.0,,
3375,0.0,0.0,0.0,0.0,,
3377,537.2373146580001,561.61924447,151.274512327,76.730570117,4.54,-49.28
3378,1030.12083121,616.07450353,191.71794069,82.19425192,-40.19,-57.13
3381,0.0,0.0,0.0,0.0,,
3383,662.5356918,595.497866448,652.21925693,365.398647336,-10.12,-43.98
3386,0.0,0.0,0.0,0.0,,
3387,0.0,0.0,0.0,0.0,,
3389,227.855172677,247.05317021,136.5710115,105.392848271,8.43,-22.83
3391,0.0,0.0,0.0,0.0,,
3392,0.0,0.0,0.0,0.0,,
3393,0.0,0.0,0.0,0.0,,
3394,0.0,0.0,0.0,0.0,,
3395,0.0,0.0,0.0,0.0,,
3396,0.0,0.0,0.0,0.0,,
3397,0.0,0.0,0.0,0.0,,
3398,0.0,0.0,0.0,0.0,,
3400,0.0,0.0,0.0,0.0,,
3401,0.0,38.655729980000004,0.0,28.099658576000003,,
3402,0.0,0.0,0.0,0.0,,
3403,0.0,0.0,0.0,0.0,,
3404,0.0,0.0,0.0,0.0,,
3406,306.704153055,182.847033528,78.389086422,66.49670614,-40.38,-15.17
3407,0.0,0.0,0.0,0.0,,
3408,139.83349278,0.0,37.074184826,0.0,-100.0,-100.0
3409,0.0,0.0,0.0,0.0,,
3410,0.0,0.0,0.0,0.0,,
3411,0.0,0.0,0.0,0.0,,
3412,0.0,128.751578552,0.0,15.641524231,,
3413,0.0,0.0,0.0,0.0,,
3414,513.81011772,385.0298865,141.461442176,98.138843731,-25.06,-30.63
3417,0.0,0.0,0.0,0.0,,
3418,0.0,0.0,0.0,0.0,,
3420,204.254845595,307.15704153,61.50812573,83.373903583,50.38,35.55
3421,351.21158558,529.01820552,181.102289955,99.478901883,50.63,-45.07
3424,0.0,0.0,0.0,0.0,,
3425,733.63935984,769.04796728,144.451753728,123.50773638599999,4.83,-14.5
3426,0.0,0.0,0.0,0.0,,
3427,0.0,0.0,0.0,0.0,,
3428,0.0,0.0,0.0,0.0,,
3430,0.0,0.0,0.0,0.0,,
3431,0.0,0.0,0.0,0.0,,
3432,268.140096862,87.259077605,63.508026188,36.082795542,-67.46,-43.18
3433,0.0,0.0,0.0,0.0,,
3434,0.0,0.0,0.0,0.0,,
3435,0.0,0.0,0.0,0.0,,
3436,133.825328687,0.0,28.998660951,0.0,-100.0,-100.0
3438,655.66607898,394.3909018,196.662497971,97.113025129,-39.85,-50.62
3439,0.0,0.0,0.0,0.0,,
3440,0.0,0.0,0.0,0.0,,
3441,0.0,0.0,0.0,0.0,,
3442,0.0,0.0,0.0,0.0,,
3444,0.0,0.0,0.0,0.0,,
3447,0.0,0.0,0.0,0.0,,
3449,149.440390171,126.78660116,131.190384918,110.755366675,-15.16,-15.58
3451,0.0,0.0,0.0,0.0,,
3453,330.146478432,313.631272848,153.943310866,91.790979997,-5.0,-40.37
3455,637.98616692,481.7602386,224.122379526,115.878420664,-24.49,-48.3
3456,0.0,0.0,0.0,0.0,,
3457,0.0,0.0,0.0,0.0,,
3458,266.821465524,0.0,73.862242418,0.0,-100.0,-100.0
3459,0.444933249,0.0,0.474207764,0.0,-100.0,-100.0
3461,253.38760367999998,147.70496164600002,33.025191237,34.027396657,-41.71,3.03
3462,1121.77857066,876.76997749,185.678349096,105.918486915,-21.84,-42.96
3465,548.957845371,460.75082828,202.459968795,118.951988437,-16.07,-41.25
3466,265.50275857,294.67511896,89.181538633,122.405503205,10.99,37.25
3467,272.620385033,144.393116747,95.305639898,50.04530432,-47.04,-47.49
3469,0.0,0.0,0.0,0.0,,
3470,0.0,0.0,0.0,0.0,,
3471,371.776548383,0.0,102.829854722,0.0,-100.0,-100.0
3472,0.0,0.0,0.0,0.0,,
3473,0.0,0.0,0.0,0.0,,
3474,0.0,0.0,0.0,0.0,,
3475,653.98810922,642.45715872,104.28526843499999,123.55855120999999,-1.76,18.48
3477,419.00310146000004,281.54615766,113.594411737,71.825862168,-32.81,-36.77
3478,0.0,0.0,0.0,0.0,,
3479,0.0,0.0,0.0,0.0,,
3480,0.0,0.0,0.0,0.0,,
3481,497.23899493,380.57375799,130.492222502,98.886706954,-23.46,-24.22
3483,0.0,0.0,0.0,0.0,,
3484,0.0,0.0,0.0,0.0,,
3485,261.249136863,130.73460963,120.96628832399999,41.979671377,-49.96,-65.3
3487,550.98995872,392.24963414,153.780301019,79.412848035,-28.81,-48.36
3488,0.0,0.0,0.0,0.0,,
3489,0.0,0.0,0.0,0.0,,
3490,434.14136049,445.04183871,135.669108034,82.352446046,2.51,-39.3
3491,0.0,0.0,0.0,0.0,,
3492,743.46236673,641.50581384,115.767642115,110.31515392600001,-13.71,-4.71
3493,477.30698268,507.59199477,151.745786305,93.883595606,6.34,-38.13
3494,0.0,0.0,0.0,0.0,,
3495,0.0,0.0,0.0,0.0,,
3497,0.0,0.0,0.0,0.0,,
3501,0.0,0.0,0.0,0.0,,
3502,171.498653,5.942704,13.867725,0.479972,-96.53,-96.54
3503,350.409,443.216,18.054119,16.563086,26.49,-8.26
3504,303.29341999999997,219.937623,39.454927,30.769514,-27.48,-22.01
3505,0.0,0.0,0.0,0.0,,
3510,5.950445,10.415012,1.076517,2.038146,75.03,89.33
3511,173.78182999999999,25.312905,34.830947,4.857722000000001,-85.43,-86.05
3512,0.0,0.0,0.0,0.0,,
3513,9e-06,0.0,1e-06,0.0,-100.0,-100.0
3515,0.0,0.0,0.0,0.0,,
3516,367.55573706,269.415249732,113.259090733,68.182621918,-26.7,-39.8
3517,0.0,0.0,0.0,0.0,,
3519,56.975533,51.064898,11.4192,10.20633,-10.37,-10.62
3520,9.095244000000001,22.856068,0.364198,0.796446,151.3,118.68
3523,16.219222,127.72951,0.554028,3.788481,687.52,583.81
3524,138.260044,202.00415,24.83266,38.814646,46.1,56.3
3526,419.96439,386.49115,16.83338,15.461426999999999,-7.97,-8.15
3527,395.95141,365.18498,15.870596,14.608,-7.77,-7.96
3528,186.37913,120.633087,11.196269000000001,7.270823,-35.28,-35.06
3530,275.9985,266.87228,11.063437,10.673522,-3.31,-3.52
3531,667.76551,594.14689,46.864011,41.536415,-11.02,-11.37
3532,0.0,0.0,0.0,0.0,,
3533,457.62868284,266.97053554,81.960030035,107.82232246299999,-41.66,31.55
3535,262.26887803,283.360721508,102.62574727,61.500616139,8.04,-40.07
3536,591.412038,881.44848332,104.97006372,133.82122746599998,49.04,27.49
3539,0.0,0.0,0.0,0.0,,
3541,811.62834255,595.72096924,95.99728016,120.311510468,-26.6,25.33
3542,671.84562741,605.13172378,161.043203943,134.975223717,-9.93,-16.19
3543,0.0,0.0,0.0,0.0,,
3544,530.50393229,422.509417871,81.17794140699999,68.839737678,-20.36,-15.2
3545,0.0,0.0,0.0,0.0,,
3546,383.29686,350.24163,26.885687,24.5,-8.62,-8.87
3547,438.9488,400.28487,21.996692,20.0025,-8.81,-9.07
3548,639.01922,576.81838,32.017333,28.816333,-9.73,-10.0
3550,221.25311,204.56728,11.087788,10.222855,-7.54,-7.8
3551,26.03651,121.697108,1.274426,6.104303,367.41,378.98
3552,88.704117,119.90008,7.965627,10.784372999999999,35.17,35.39
3554,798.97222,656.22767,40.027744999999996,32.714339,-17.87,-18.27
3555,778.31616,712.92757,85.803913,73.282137,-8.4,-14.59
3557,304.84095313,275.870990253,370.470874715,117.344338564,-9.5,-68.33
3558,582.89238,534.04555,29.200146,26.689717,-8.38,-8.6
3559,0.0,0.0,0.0,0.0,,
3560,0.0,0.0,0.0,0.0,,
3561,220.30802104,0.0,88.809936699,0.0,-100.0,-100.0
3562,497.30388,501.27294,44.799479,45.090001,0.8,0.65
3563,858.84912,506.05848,51.849156,30.699606,-41.08,-40.79
3565,769.77889299,545.97953506,127.664052527,101.217314466,-29.07,-20.72
3566,0.0,0.0,0.0,0.0,,
3567,989.0734,865.57028,79.300662,69.116062,-12.49,-12.84
3569,100.37592599999999,136.635448,7.030479,9.614087,36.12,36.75
3570,0.0,0.0,0.0,0.0,,
3572,0.0,0.0,0.0,0.0,,
3573,0.0,0.0,0.0,0.0,,
3574,0.0,0.0,0.0,0.0,,
3575,173.626262391,0.0,44.255333105,0.0,-100.0,-100.0
3576,179.88362,165.743,9.015155,8.280572,-7.86,-8.15
3579,1133.19514,431.58848,126.959989,44.374021,-61.91,-65.05
3581,223.27206,225.03661,11.172494,11.245548,0.79,0.65
3585,100.547057,180.118369,3.943924,7.075273999999999,79.14,79.4
3586,33.515681,60.039452,1.314641,2.358425,79.14,79.4
3587,419.72846,386.73365,21.03536,19.321335,-7.86,-8.15
3588,0.0,0.0,0.0,0.0,,
3589,138.260044,202.00415,24.83266,38.814646,46.1,56.3
3594,351.30899567,298.27199569,133.084123192,80.770641523,-15.1,-39.31
3596,908.97910678,721.8921553499999,139.546159338,100.12438838199999,-20.58,-28.25
3597,1008.93952442,683.8508784,98.78724504,124.711123446,-32.22,26.24
3598,0.0,0.0,0.0,0.0,,
3599,0.0,0.0,0.0,0.0,,
3600,562.87696991,474.0020021,66.694351863,101.176725376,-15.79,51.7
3601,0.0,0.0,0.0,0.0,,
3602,1005.52978443,455.14598379,171.15457924700002,73.016987738,-54.74,-57.34
3603,462.16711589,124.32214407,77.457251965,40.47356875,-73.1,-47.75
3604,315.089751887,0.0,154.468159668,0.0,-100.0,-100.0
3605,515.65900449,414.73510964,151.95185104,97.33413789299999,-19.57,-35.94
3606,370.69196,268.812639,48.222691,37.607184,-27.48,-22.01
3608,613.030391553,190.36073516,139.156939217,14.461022273,-68.95,-89.61
3609,589.22064144,422.0390735,94.112080895,87.603262212,-28.37,-6.92
3610,0.0,0.0,0.0,0.0,,
3611,0.0,0.0,0.0,0.0,,
3612,36.380976,91.42426,1.456796,3.185782,151.3,118.68
3613,19.055405,0.660301,1.54086,0.05333,-96.53,-96.54
3615,630.9217614,485.66284334,148.237474419,95.69213397200001,-23.02,-35.45
3617,0.0,0.0,0.0,0.0,,
3618,56.126109,0.004366,4.512558,0.000337,-99.99,-99.99
3619,332.85969396,361.82965699,62.090773067,110.176071604,8.7,77.44
3620,0.0,0.0,0.0,0.0,,
3621,425.34811885,118.119371149,83.527872099,42.751163508,-72.23,-48.82
3622,0.0,0.0,0.0,0.0,,
3623,378.376782645,449.57144583,97.780876803,106.91513996,18.82,9.34
3624,0.0,0.0,0.0,0.0,,
3626,1.029301529,0.0,0.101421936,0.0,-100.0,-100.0
3627,260.63016,236.04551,28.729928,25.953249,-9.43,-9.66
3629,77.8154,15.00612,9.359774,1.829518,-80.72,-80.45
3631,74.632402,132.63184,3.707128,6.627700000000001,77.71,78.78
3632,496.71333849,378.63332174,177.631526824,103.207755927,-23.77,-41.9
3636,0.0,0.0,0.0,0.0,,
3637,0.0,0.0,0.0,0.0,,
3640,232.89985522,216.207374182,100.79561005299999,58.895858071,-7.17,-41.57
3642,0.0,0.0,0.0,0.0,,
3643,0.0,0.0,0.0,0.0,,
3651,0.0,0.0,0.0,0.0,,
3652,0.0,0.0,0.0,0.0,,
3653,419.361724953,19.926505921,237.21928282000002,85.187375976,-95.25,-64.09
3654,0.0,0.0,0.0,0.0,,
3655,0.0,0.0,0.0,0.0,,
3657,204.52496972,129.761300466,80.380683722,71.47605067,-36.55,-11.08
3658,0.0,0.0,0.0,0.0,,
3660,0.0,0.0,0.0,0.0,,
3661,0.0,0.0,0.0,0.0,,
3662,0.0,0.0,0.0,0.0,,
3663,0.0,0.0,0.0,0.0,,
3665,0.0,0.0,0.0,0.0,,
3666,0.0,0.0,0.0,0.0,,
3667,0.0,0.0,0.0,0.0,,
3669,0.0,0.0,0.0,0.0,,
3670,0.0,0.0,0.0,0.0,,
3671,0.0,0.0,0.0,0.0,,
3673,283.38509403,274.84901919,66.328488919,27.343878376,-3.01,-58.78
3674,85.793392191,64.885264442,49.042150873000004,36.696836917,-24.37,-25.17
3675,0.0,0.0,0.0,0.0,,
3676,0.0,0.0,0.0,0.0,,
3677,0.0,0.0,0.0,0.0,,
3678,0.0,0.0,0.0,0.0,,
3680,1262.16591614,1129.93250159,20.774728902,51.349001603,-10.48,147.17
3681,0.0,0.0,0.0,0.0,,
3683,0.0,0.0,0.0,0.0,,
3685,0.0,0.0,0.0,0.0,,
3687,61.38095,1515.97249,11.8552,315.70504,2369.78,2563.01
4088,94.771178537,135.594722078,1381.54018261,1666.6119972,43.08,20.63
4089,0.0,0.0,0.0,0.0,,
4484,174.37084943,87.612063913,2644.9539655,1091.49146126,-49.76,-58.73
5711,0.0,0.0,0.0,0.0,,
5712,84.885442729,41.630423471,1372.25496871,511.09618773,-50.96,-62.76
5713,0.0,0.0,0.0,0.0,,
5715,0.0,0.0,0.0,0.0,,
5716,88.88949604,92.397680138,1304.49685283,1116.505135792,3.95,-14.41
5717,0.0,0.0,0.0,0.0,,
5718,15.011759807,33.756609417,117.246684017,216.58491301,124.87,84.73
5719,0.0,0.0,0.0,0.0,,
5720,45.808756744,29.436578875,727.649602405,375.307019741,-35.74,-48.42
5724,60.017284625,12.456107037,933.76902109,155.158632414,-79.25,-83.38
5726,0.0,0.0,0.0,0.0,,
5727,0.0,0.0,0.0,0.0,,
5729,0.0,0.0,0.0,0.0,,
5730,0.0,0.0,0.0,0.0,,
5731,421.28003873899996,658.30875673,6.237063757,27.449886016,56.26,340.11
5732,0.0,0.0,0.0,0.0,,
5733,484.07876591,309.27064008,10.125030103,34.37222831,-36.11,239.48
5734,429.02976918999997,381.472248093,14.525998992,39.313906068,-11.08,170.65
5735,420.679272027,679.53848208,11.542358135,34.707822926,61.53,200.7
5736,0.0,0.0,0.0,0.0,,
5737,168.89122351999998,192.019975575,1489.66617034,887.39507044,13.69,-40.43
5738,137.270879585,238.216037163,21.133560288,25.354782462,73.54,19.97
5739,0.0,0.0,0.0,0.0,,
5740,1231.71028606,1417.79555675,27.760509478,66.094557013,15.11,138.09
5741,455.69083142,704.85308775,70.172213499,235.52461825,54.68,235.64
5742,344.03225764,352.949658654,12.207037661000001,53.043603554,2.59,334.53
5745,496.7553012,648.3581971,7.112998212,19.04635662,30.52,167.77
5747,0.0,0.0,0.0,0.0,,
5748,0.0,0.0,0.0,0.0,,
5749,0.0,0.0,0.0,0.0,,
5750,0.0,0.0,0.0,0.0,,
5751,248.211185229,82.284976262,3.317637277,18.282775879,-66.85,451.08
5752,0.0,0.0,0.0,0.0,,
5753,0.0,0.0,0.0,0.0,,
5754,171.10790839999999,337.97358914,21.562953477,22.948074818000002,97.52,6.42
5755,404.7000897,354.7129761,132.567919512,130.433284453,-12.35,-1.61
5756,0.0,0.0,0.0,0.0,,
5757,1190.1073279299999,542.77094677,118.646433358,92.890394386,-54.39,-21.71
5759,611.80537997,598.66274042,88.840347596,131.78396609200001,-2.15,48.34
5760,0.0,0.0,0.0,0.0,,
5761,0.27600962,0.0,0.20643868,0.0,-100.0,-100.0
5762,0.0,0.0,0.0,0.0,,
