idpozo,pet_2024,pet_2025,gas_2024,gas_2025,var_pet,var_gas
112555,0.0,0.0,0.0,0.0,,
112557,1681.18,1622.03,4.19,3.66,-3.52,-12.65
112558,0.0,0.0,0.0,0.0,,
112559,574.47,562.28,4.03,3.67,-2.12,-8.93
112560,0.0,0.0,0.0,0.0,,
112561,2331.16,1946.5900000000001,19.99,18.69,-16.5,-6.5
112562,0.0,0.0,0.0,0.0,,
112563,708.84,802.01,3.81,3.75,13.14,-1.57
112566,217.15,315.88,2.68,3.42,45.47,27.61
112568,0.0,0.0,0.0,0.0,,
112570,414.89,498.57,9.94,3.17,20.17,-68.11
112572,561.04,416.92,3.68,3.07,-25.69,-16.58
112573,347.21999999999997,313.37,3.5,3.64,-9.75,4.0
112574,0.0,0.0,0.0,0.0,,
112575,0.0,0.0,0.0,0.0,,
112576,906.3,716.97,4.14,3.61,-20.89,-12.8
112577,0.0,0.0,0.0,0.0,,
112578,628.19,451.55,6.32,16.86,-28.12,166.77
112579,1833.82,1433.58,6.41,18.64,-21.83,190.8
112580,0.0,0.0,0.0,0.0,,
112581,954.43,832.34,5.99,18.56,-12.79,209.85
112583,764.3,736.09,4.14,3.74,-3.69,-9.66
112584,0.0,0.0,0.0,0.0,,
112585,677.74,675.36,4.19,3.74,-0.35,-10.74
112590,0.0,0.0,0.0,0.0,,
112592,0.0,0.0,0.0,0.0,,
112603,0.0,0.0,0.0,0.0,,
112604,0.0,0.0,0.0,0.0,,
112616,0.0,0.0,0.0,0.0,,
112617,662.287993,592.01236,543.562250375,445.71897,-10.61,-18.0
112618,0.0,0.0,0.0,0.0,,
112619,0.0,0.0,0.0,0.0,,
112654,0.0,0.0,0.0,0.0,,
112663,0.0,0.0,0.0,0.0,,
112674,802.71,1011.7,4.13,3.58,26.04,-13.32
112675,810.13,529.48,9.3,3.72,-34.64,-60.0
112676,892.5799999999999,1029.91,4.2,3.74,15.39,-10.95
112679,718.08,580.33,3.83,3.61,-19.18,-5.74
112682,1148.31,775.61,37.76,34.29,-32.46,-9.19
112685,0.0,0.0,0.0,0.0,,
112686,698.98,522.21,74.74,79.06,-25.29,5.78
112688,1653.54,1958.72,6.34,18.49,18.46,191.64
112691,1046.35,1064.1,6.41,18.6,1.7,190.17
112692,1091.67,992.3,6.37,18.61,-9.1,192.15
112694,471.24,377.75,7.28,17.68,-19.84,142.86
112698,1299.09,1163.15,7.77,34.9,-10.46,349.16
112699,251.7,74.35,4.28,3.9299999999999997,-70.46,-8.18
112702,1281.53,1282.77,6.35,18.48,0.1,191.02
112703,641.85,591.39,6.28,18.62,-7.86,196.5
112707,0.0,0.0,0.0,0.0,,
112713,847.66,977.41,4.13,3.73,15.31,-9.69
112717,526.1800000000001,327.29,3.9899999999999998,3.61,-37.8,-9.52
112722,704.96,507.12,3.73,3.5,-28.06,-6.17
112723,1474.84,1251.54,3.85,3.56,-15.14,-7.53
112731,0.0,0.0,0.0,0.0,,
112732,347.09000000000003,598.28,8.51,3.66,72.37,-56.99
112734,752.0,536.24,3.9899999999999998,3.25,-28.69,-18.55
112736,0.0,0.0,0.0,0.0,,
112738,1806.3899999999999,1906.94,4.18,3.7199999999999998,5.57,-11.0
112739,1117.8,1052.63,3.99,3.6799999999999997,-5.83,-7.77
112744,882.8,559.07,20.6,18.58,-36.67,-9.81
112749,0.0,0.0,0.0,0.0,,
112838,0.0,0.0,0.0,0.0,,
112839,0.0,0.0,0.0,0.0,,
112840,0.0,0.0,0.0,0.0,,
112841,97.502949,516.473,193.351264352,245.20881,429.7,26.82
112903,0.0,0.0,0.0,0.0,,
112904,1226.892938,1563.43806,55.024964084000004,144.258327,27.43,162.17
112916,0.0,0.0,0.0,0.0,,
112917,1931.413307,1908.5788,253.561670956,189.15776,-1.18,-25.4
112920,397.017676,458.52196000000004,96.262457948,96.39414,15.49,0.14
112921,397.017676,458.52196000000004,96.262457948,96.39414,15.49,0.14
112931,0.0,0.0,0.0,0.0,,
112932,0.0,0.0,0.0,0.0,,
112945,0.0,0.0,0.0,0.0,,
112946,864.895497,1152.81142,209.143459471,154.38244,33.29,-26.18
112977,0.0,0.0,0.0,0.0,,
113035,0.0,0.0,0.0,0.0,,
113036,529.47494,439.54428,36.566926056999996,62.534628,-16.98,71.01
113049,1405.701158,1129.63539,584.10258341,889.22698,-19.64,52.24
113055,0.0,0.0,0.0,0.0,,
113056,0.0,0.0,0.0,0.0,,
113059,0.0,0.0,0.0,0.0,,
113060,0.0,0.0,0.0,0.0,,
113097,471.651791,476.00408,209.269616678,312.55507,0.92,49.36
113156,0.0,0.0,0.0,0.0,,
113157,0.0,0.0,0.0,0.0,,
113177,0.0,0.0,0.0,0.0,,
113178,536.731574,543.80937,135.862685582,175.73539,1.32,29.35
113188,0.0,0.0,0.0,0.0,,
113189,641.988648,687.86298,279.014954352,469.22293,7.15,68.17
113196,0.0,0.0,0.0,0.0,,
113197,237.728762,136.60309,151.742059965,126.00978,-42.54,-16.96
113247,0.0,0.0,0.0,0.0,,
113248,1735.87,179.51,0.71,0.36,-89.66,-49.3
113249,0.0,0.0,0.0,0.0,,
113251,0.0,0.0,0.0,0.0,,
113254,0.0,0.0,0.0,0.0,,
113256,0.0,0.0,0.0,0.0,,
113257,0.0,0.0,0.0,0.0,,
113258,0.0,0.0,0.0,0.0,,
113259,1342.51,965.9300000000001,3.09,2.78,-28.05,-10.03
113260,385.02,383.92,0.59,0.39,-0.29,-33.9
113261,273.52,205.87,0.62,0.6599999999999999,-24.73,6.45
113262,200.95,221.04,2.84,2.53,10.0,-10.92
113264,0.0,0.0,0.0,0.0,,
113266,0.0,0.0,0.0,0.0,,
113267,0.0,0.0,0.0,0.0,,
113268,1420.35,1419.67,3.1,3.37,-0.05,8.71
113269,0.0,0.0,0.0,0.0,,
113270,0.0,0.0,0.0,0.0,,
113272,1155.21,1009.97,0.71,0.6699999999999999,-12.57,-5.63
113273,0.0,0.0,0.0,0.0,,
113274,0.0,0.0,0.0,0.0,,
113275,0.0,0.0,0.0,0.0,,
113276,0.0,0.0,0.0,0.0,,
113278,172.17,18.63,0.72,0.35,-89.18,-51.39
113279,0.0,0.0,0.0,0.0,,
113280,0.0,0.0,0.0,0.0,,
113281,324.27,223.32,0.72,0.6699999999999999,-31.13,-6.94
113283,2834.06,2966.21,3.58,3.37,4.66,-5.87
113284,0.0,0.0,0.0,0.0,,
113286,1434.0900000000001,1469.73,3.46,2.78,2.49,-19.65
113288,0.0,0.0,0.0,0.0,,
113290,0.0,0.0,0.0,0.0,,
113291,0.0,0.0,0.0,0.0,,
113294,1454.25,1077.45,0.72,0.6699999999999999,-25.91,-6.94
113303,185.77,141.45,3.3899999999999997,3.34,-23.86,-1.47
113305,0.0,0.0,0.0,0.0,,
113309,0.0,0.0,0.0,0.0,,
113310,0.0,0.0,0.0,0.0,,
113312,834.69,447.38,0.72,0.49,-46.4,-31.94
113313,379.96000000000004,613.41,0.6699999999999999,0.65,61.44,-2.99
113314,974.87,752.11,0.72,0.6699999999999999,-22.85,-6.94
113316,439.15,152.02,0.58,0.31,-65.38,-46.55
113319,937.35,953.78,0.72,0.54,1.75,-25.0
113321,496.22,245.54999999999998,0.53,0.61,-50.52,15.09
113323,955.63,781.47,0.7,0.48,-18.22,-31.43
113328,1175.8700000000001,1471.39,0.6799999999999999,0.56,25.13,-17.65
113334,0.0,0.0,0.0,0.0,,
113347,0.0,0.0,0.0,0.0,,
113348,0.0,0.0,0.01,0.0,,-100.0
113356,0.0,0.0,0.0,0.0,,
113357,0.0,0.0,0.0,0.0,,
113377,0.0,0.0,0.0,0.0,,
113378,0.0,0.0,0.0,0.0,,
113379,0.0,0.0,0.0,0.0,,
113380,0.0,0.0,0.0,0.0,,
113383,0.0,0.0,0.0,0.0,,
113384,364.998557,892.3375100000001,93.403544242,218.75068000000002,144.48,134.2
113387,0.0,0.0,0.0,0.0,,
113388,0.0,0.0,0.0,0.0,,
113389,0.0,0.0,0.0,0.0,,
113390,0.0,0.0,0.0,0.0,,
113499,0.0,0.0,0.0,0.0,,
113515,0.0,0.0,0.0,0.0,,
113516,0.0,0.0,0.0,0.0,,
113517,417.766351,508.7805,231.086473963,268.85703,21.79,16.34
113533,0.0,0.0,0.0,0.0,,
113539,0.0,0.0,0.0,0.0,,
113542,745.16,722.88,0.6699999999999999,0.53,-2.99,-20.9
113544,0.0,0.0,0.0,0.0,,
113545,0.0,0.0,0.0,0.0,,
113547,0.0,0.0,0.0,0.0,,
113549,0.0,0.0,0.0,0.0,,
113551,0.0,0.0,0.0,0.0,,
113552,0.0,0.0,0.0,0.0,,
113553,2053.77,1486.13,0.72,0.6699999999999999,-27.64,-6.94
113560,0.0,0.0,0.0,0.0,,
113565,927.93,526.13,3.4699999999999998,3.21,-43.3,-7.49
113575,2.73,0.0,0.0,0.0,-100.0,
113618,0.0,0.0,0.0,0.0,,
113630,0.0,0.0,0.0,0.0,,
113631,0.0,0.0,0.0,0.0,,
113632,361.104991,579.94915,146.126780255,267.78176,60.6,83.25
113640,0.0,0.0,0.0,0.0,,
113643,518.587588,380.10258,143.62123759899998,86.05575999999999,-26.7,-40.08
113645,328.79015,446.94149,239.165440047,197.33309,35.94,-17.49
113646,82.200044,111.735871,59.788863463,49.333274,35.93,-17.49
113649,0.0,0.0,0.0,0.0,,
113650,546.315794,712.55776,340.028057203,294.79561,30.43,-13.3
113652,337.102731,220.14573,85.75254055399999,81.295129,-34.69,-5.2
113658,0.0,0.0,0.0,0.0,,
113659,639.223347,514.19642,140.877042381,95.40176,-19.56,-32.28
113662,0.0,0.0,0.0,0.0,,
113663,0.0,0.0,0.0,0.0,,
113664,0.0,0.0,0.0,0.0,,
113665,0.0,984.96582,259.819470651,85.72563,,-67.01
113666,0.0,0.0,0.0,0.0,,
113668,0.0,0.0,0.0,0.0,,
113669,1805.130699,1706.1739,367.471633925,292.13907,-5.48,-20.5
113674,0.0,0.0,0.0,0.0,,
113675,0.0,0.0,0.0,0.0,,
113678,0.0,0.0,0.0,0.0,,
113679,0.0,191.793,674.538706814,855.4096,,26.81
113680,0.0,0.0,0.0,0.0,,
113683,344.914836,74.88289999999999,105.001194462,29.115696999999997,-78.29,-72.27
113685,4.091257,0.0,9.815586492000001,16.1355577,-100.0,64.39
113686,3.347394,0.0,8.030934494,13.20209215,-100.0,64.39
113687,0.0,0.0,0.0,0.0,,
113688,0.0,0.0,0.0,0.0,,
113689,0.0,0.0,547.0150701059999,876.23067,,60.18
113692,743.489321,631.72704,130.67358972,93.535514,-15.03,-28.42
113693,0.0,0.0,0.0,0.0,,
113695,446.247905,580.90549,109.612874422,143.12154,30.18,30.57
113697,0.0,0.0,0.0,0.0,,
113700,0.0,0.0,0.0,0.0,,
113701,649.502348,613.56045,239.99330723,182.3584,-5.53,-24.02
113715,0.0,0.0,0.0,0.0,,
113716,0.0,0.0,0.0,0.0,,
113730,305.76786,111.446126,0.0,0.0,-63.55,
113731,303.8396,136.216362,0.0,0.0,-55.17,
113793,182.84289,43.854088,0.0,0.0,-76.02,
113809,0.0,0.0,0.0,0.0,,
113811,1532.14,1509.2359999999999,739.13,299.2865,-1.49,-59.51
113812,0.0,0.0,0.0,0.0,,
113814,0.0,0.0,0.0,0.0,,
113815,0.0,0.0,0.0,0.0,,
113818,2196.46,1712.002,133.9,72.3209,-22.06,-45.99
113820,0.0,0.0,0.0,0.0,,
113821,533.53,310.452,32.64,8.457699999999999,-41.81,-74.09
113823,0.0,0.0,0.0,0.0,,
113824,0.0,0.0,0.0,0.0,,
113825,0.0,0.0,0.0,0.0,,
113826,0.0,0.0,0.0,0.0,,
113827,0.0,0.0,0.0,0.0,,
113829,870.66,863.281,144.78,77.4348,-0.85,-46.52
113830,870.66,863.281,144.78,77.4348,-0.85,-46.52
113835,0.0,0.0,0.0,0.0,,
113840,1080.91973,1318.42757,94.851735,67.99591,21.97,-28.31
113842,3422.3687,2943.2267,235.36738640000002,134.100922,-14.0,-43.02
113843,593.4451799999999,627.97053,81.081653,109.554131,5.82,35.12
113844,772.2742000000001,694.301,60.000403,18.268356999999998,-10.1,-69.55
113845,619.3225,906.36415,15.2224756,27.804991100000002,46.35,82.66
113846,1490.15498,1588.2091,33.78696539,42.383679,6.58,25.44
113847,1615.15873,1577.6255,42.970948,127.7256,-2.32,197.24
113848,0.0,0.0,0.0,0.0,,
113849,0.0,0.0,0.0,0.0,,
113850,0.0,0.0,0.0,0.0,,
113851,329.12209,875.32073,55.520897000000005,72.561078,165.96,30.69
113862,0.0,0.0,0.0,0.0,,
113866,0.0,0.0,0.0,0.0,,
113868,0.0,0.0,0.0,0.0,,
113869,0.0,0.0,0.0,0.0,,
113870,0.0,0.0,0.0,0.0,,
113876,520.13,540.483,243.07,147.3325,3.91,-39.39
113879,0.0,0.0,0.0,0.0,,
113880,1226.57,1312.396,52.69,27.5216,7.0,-47.77
113882,0.0,0.0,0.0,0.0,,
113883,0.0,0.0,0.0,0.0,,
113886,0.0,0.0,0.0,0.0,,
113887,886.94,912.996,108.37,74.3963,2.94,-31.35
113891,0.0,0.0,0.0,0.0,,
113896,106.027,29.14,4.241177,2.012,-72.52,-52.56
113897,949.24,915.75,38.95,14.94,-3.53,-61.64
113898,172.37,273.95,7.73,43.98,58.93,468.95
113899,264.94,386.69,85.46,71.75,45.95,-16.04
113901,1571.97,900.17,416.83,1062.96,-42.74,155.01
113902,307.4,313.08,37.82,37.14,1.85,-1.8
113903,239.16,199.97,0.31,4.2,-16.39,1254.84
113906,0.0,0.0,0.0,0.0,,
113907,614.08,717.84,3.9299999999999997,3.16,16.9,-19.59
113908,722.98,490.34,22.740000000000002,10.89,-32.18,-52.11
113909,597.97,569.01,3.87,3.37,-4.84,-12.92
113910,922.31,685.97,27.47,20.87,-25.62,-24.03
113911,0.0,0.0,0.0,0.0,,
113912,1166.88,878.08,730.5799999999999,688.94,-24.75,-5.7
113913,1065.04,656.0699999999999,1740.52,457.14000000000004,-38.4,-73.74
113914,0.0,0.0,0.0,0.0,,
113915,3.64,3.83,1337.54,468.32,5.22,-64.99
113916,417.3,551.33,3989.1800000000003,4933.84,32.12,23.68
113917,215.08,240.12,6.54,3.3899999999999997,11.64,-48.17
113919,732.3,733.95,11473.01,8760.93,0.23,-23.64
113920,0.0,0.0,0.0,0.0,,
113921,1678.59,831.47,67.99,28.46,-50.47,-58.14
113922,0.0,0.0,0.0,0.0,,
113926,1798.24,1422.2,289.28,71.17999999999999,-20.91,-75.39
113927,1224.97,417.02,1111.82,325.48,-65.96,-70.73
113928,863.57,958.1,101.02,67.68,10.95,-33.0
113929,42.12,17.36,4.05,0.49,-58.78,-87.9
113930,557.5,692.91,79.7,31.240000000000002,24.29,-60.8
113931,1467.54,1268.2,3.9299999999999997,3.39,-13.58,-13.74
113932,1367.01,504.14,3.9299999999999997,3.25,-63.12,-17.3
113937,863.72,857.0500000000001,2804.66,3248.79,-0.77,15.84
113938,681.52,530.11,68.45,34.29,-22.22,-49.91
113939,494.02,292.32,715.93,654.59,-40.83,-8.57
113940,743.84,429.2,694.9,635.32,-42.3,-8.57
113941,514.68,303.08,694.9,635.32,-41.11,-8.57
113944,557.4300000000001,669.7,4.16,3.74,20.14,-10.1
113946,0.0,0.0,0.0,0.0,,
113947,1328.7,1076.05,4.04,3.42,-19.01,-15.35
113948,508.87,1124.3899999999999,3821.79,4055.14,120.96,6.11
113950,196.94,180.78,6.84,6.67,-8.21,-2.49
113952,1136.8600000000001,808.61,3.9,2.83,-28.87,-27.44
113957,35.839999999999996,112.61,5.73,30.740000000000002,214.2,436.47
113960,1569.99,1566.52,7645.78,5618.7300000000005,-0.22,-26.51
113961,1380.27,834.69,3.92,2.43,-39.53,-38.01
113962,990.85,959.17,6.3100000000000005,5.77,-3.2,-8.56
113963,2368.75,1389.3700000000001,15.41,4.9399999999999995,-41.35,-67.94
113964,0.0,0.0,0.0,0.0,,
113965,971.04,750.46,6.3100000000000005,5.779999999999999,-22.72,-8.4
113966,1341.26,1279.87,6.24,5.9399999999999995,-4.58,-4.81
113967,0.0,0.0,0.0,0.0,,
113968,1377.72,1289.1399999999999,42.33,78.37,-6.43,85.14
113969,624.84,563.78,5.96,8.68,-9.77,45.64
113972,78.03999999999999,205.64999999999998,45.0,28.599999999999998,163.52,-36.44
113973,389.5,353.7,72.28,25.490000000000002,-9.19,-64.73
113975,0.0,0.0,0.0,0.0,,
113976,255.31,401.01,46.58,14.68,57.07,-68.48
113977,2794.24,1745.63,323.8,87.02,-37.53,-73.13
113978,2130.52,1840.35,379.77,96.31,-13.62,-74.64
113979,884.6800000000001,546.73,2622.86,1193.1100000000001,-38.2,-54.51
113980,4011.18,3552.08,545.31,51.87,-11.45,-90.49
113982,1533.77,1241.49,854.55,227.37,-19.06,-73.39
113984,176.9,291.98,70.9,13.61,65.05,-80.8
113985,1103.02,1329.02,4.15,3.5500000000000003,20.49,-14.46
113986,1180.34,1148.36,37.36,32.2,-2.71,-13.81
113987,678.65,635.05,6.24,5.77,-6.42,-7.53
113988,2535.96,1758.93,6.3100000000000005,5.55,-30.64,-12.04
113989,1472.53,1172.74,6.3100000000000005,5.96,-20.36,-5.55
113994,118.07,176.13,69.34,10.86,49.17,-84.34
113995,0.0,0.0,0.0,0.0,,
113996,1786.44,1525.53,6.49,6.279999999999999,-14.61,-3.24
113998,1032.56,750.6600000000001,6.3100000000000005,5.779999999999999,-27.3,-8.4
113999,0.0,0.0,0.0,0.0,,
114000,0.0,0.0,0.0,0.0,,
114002,1487.4199999999998,1436.33,475.64,161.46,-3.43,-66.05
114006,330.67,253.16,52.98,11.5,-23.44,-78.29
114013,579.6899999999999,656.38,2198.66,1571.92,13.23,-28.51
114014,2656.72,2139.14,195.21,43.160000000000004,-19.48,-77.89
114015,338.14,665.69,10.870000000000001,5.2700000000000005,96.87,-51.52
114016,120.91,125.09,1.07,0.97,3.46,-9.35
114017,296.03,306.18,1.07,0.97,3.43,-9.35
114018,1437.698,1176.56111,11.974198,9.967664,-18.16,-16.76
114020,477.98,795.05393,3.8200000000000003,7.91732,66.34,107.26
114021,614.4010000000001,699.5703,5.043676,5.853671,13.86,16.06
114022,299.21,194.09,504.03,799.26,-35.13,58.57
114029,1334.73,408.848,437.94,278.65999999999997,-69.37,-36.37
114030,0.0,0.0,0.0,0.0,,
114034,430.49,310.12,3.76,2.55,-27.96,-32.18
114035,892.27,808.55,6.33,5.949999999999999,-9.38,-6.0
114036,0.0,0.0,0.0,0.0,,
114039,394.01,314.17,174.49,17.98,-20.26,-89.7
114058,180.58,213.15,0.39,0.47,18.04,20.51
114061,680.96,800.78,5.65,6.199999999999999,17.6,9.73
114062,0.0,0.0,0.0,0.0,,
114064,2035.27,1425.5900000000001,6.32,17.0,-29.96,168.99
114065,1371.46,981.64,6.34,5.79,-28.42,-8.68
114066,3018.7599999999998,2731.36,393.58,50.76,-9.52,-87.1
114067,1284.67,1304.86,43.0,19.34,1.57,-55.02
114068,0.0,0.0,0.0,0.0,,
114070,300.68,318.27,6.3100000000000005,5.779999999999999,5.85,-8.4
114073,0.0,0.0,0.0,0.0,,
114076,2016.4866,1593.1288,246.30205,187.47725,-20.99,-23.88
114077,768.74,645.71,437.26,539.89,-16.0,23.47
114082,2375.76,2130.11,6.32,5.76,-10.34,-8.86
114083,148.10000000000002,313.12,3.0500000000000003,3.42,111.42,12.13
114084,1180.31,1346.46,5.82,5.3,14.08,-8.93
114085,418.575,53.205,48.040608,3.326143,-87.29,-93.08
114090,257.298,77.303,13.877908,4.710691,-69.96,-66.06
114091,52.757,68.575,3.387095,4.187048,29.98,23.62
114093,481.192,196.047,29.608696000000002,12.338,-59.26,-58.33
114094,0.0,0.0,0.0,0.0,,
114095,752.667,755.1999999999999,52.931385,47.418,0.34,-10.42
114096,227.969,107.488,24.326611,6.762,-52.85,-72.2
114097,0.0,0.0,0.0,0.0,,
114098,0.0,0.0,0.0,0.0,,
114099,678.692,579.362,52.948379,36.503,-14.64,-31.06
114101,37.822,0.027,2.432005,1.929,-99.93,-20.68
114102,87.26,119.16,3.4699999999999998,135.71,36.56,3810.95
114103,44.43,0.0,26.03,0.0,-100.0,-100.0
114104,0.0,0.0,0.0,0.0,,
114105,885.5600000000001,501.67,8.4,5.77,-43.35,-31.31
114106,0.0,0.0,0.0,0.0,,
114107,0.0,0.0,0.0,0.0,,
114108,0.0,0.0,0.0,0.0,,
114111,0.0,0.0,0.0,0.0,,
114113,2160.59,1063.25,6.28,5.06,-50.79,-19.43
114115,0.0,0.0,0.0,0.0,,
114116,736.17,705.76,6.33,5.9799999999999995,-4.13,-5.53
114117,2571.23,1762.63,6.29,6.05,-31.45,-3.82
114118,2829.77,2907.98,6.33,5.8,2.76,-8.37
114119,2372.2200000000003,1740.95,8.18,5.81,-26.61,-28.97
114121,468.79423,465.06092,42.215298000000004,54.636659,-0.8,29.42
114124,1899.7169,1190.55198,232.35378,138.873332,-37.33,-40.23
114131,1779.6299999999999,1841.18,5.43,38.72,3.46,613.08
114133,916.42,685.21,8.68,6.75,-25.23,-22.24
114136,3736.42,1777.93,68.8,54.21,-52.42,-21.21
114137,774.63,701.35,1727.6399999999999,255.35999999999999,-9.46,-85.22
114140,1193.44,1052.5,81.33,119.49000000000001,-11.81,46.92
114141,0.0,0.0,0.0,0.0,,
114142,0.0,0.0,0.0,0.0,,
114145,1603.33,1909.01,3.9,19.860000000000003,19.07,409.23
114147,0.0,0.0,0.0,0.0,,
114148,0.0,0.0,0.0,0.0,,
114149,2496.64,1960.31,3.45,49.63,-21.48,1338.55
114151,170.96,62.9,56.33,16.56,-63.21,-70.6
114152,1014.01,591.48,1276.73,419.48,-41.67,-67.14
114153,123.44,1.87,43.870000000000005,1.29,-98.49,-97.06
114154,739.02,581.39,181.27,51.800000000000004,-21.33,-71.42
114156,1790.96,870.86,6.57,100.58,-51.37,1430.9
114157,0.0,0.0,0.0,0.0,,
114158,1637.82,1239.45,3.82,3.4,-24.32,-10.99
114159,177.05,164.85,43.18,43.53,-6.89,0.81
114160,524.7,591.08,5.54,53.69,12.65,869.13
114161,0.0,0.0,0.0,0.0,,
114162,977.07,212.17000000000002,3.92,62.14,-78.29,1485.2
114164,0.0,0.0,0.0,0.0,,
114166,471.48,457.03,3.8,4.46,-3.06,17.37
114168,1321.31,573.39,237.29,70.46000000000001,-56.6,-70.31
114169,0.0,0.0,0.0,0.0,,
114170,0.0,0.0,0.0,0.0,,
114171,0.0,0.0,0.0,0.0,,
114172,2608.44,2444.98,2.7,14.09,-6.27,421.85
114173,52.86,2.97,110.19,17.53,-94.38,-84.09
114174,0.0,0.0,0.0,0.0,,
114175,739.54,466.04,36.85,17.169999999999998,-36.98,-53.41
114177,314.02,335.98,52.47,44.019999999999996,6.99,-16.1
114182,181.97,11.21,2.98,222.66,-93.84,7371.81
114183,0.0,0.0,0.0,0.0,,
114184,0.0,0.0,0.0,0.0,,
114185,1636.13,1584.48,890.4300000000001,758.56,-3.16,-14.81
114188,803.01,994.02,867.16,815.13,23.79,-6.0
114190,157.5,196.16,3.34,3.33,24.55,-0.3
114191,0.0,0.0,0.0,0.0,,
114196,429.47,342.52,127.81,99.87,-20.25,-21.86
114197,218.34,100.26,127.87,41.37,-54.08,-67.65
114198,502.45,495.0,898.62,254.31,-1.48,-71.7
114199,0.0,0.0,0.0,0.0,,
114200,461.21,428.25,39.15,505.81,-7.15,1191.98
114202,183.16,445.51,33.3,122.42999999999999,143.24,267.66
114204,101.78,98.88,42.81,17.75,-2.85,-58.54
114206,523.62,493.07,4.84,25.34,-5.83,423.55
114208,0.0,0.0,0.0,0.0,,
114211,134.76,23.55,3.9299999999999997,3.42,-82.52,-12.98
114212,363.81,93.37,32.04,6.23,-74.34,-80.56
114214,630.25,620.51,41.93,172.15,-1.55,310.57
114216,244.95000000000002,224.49,377.45,549.7,-8.35,45.64
114217,271.95,579.27,192.19,57.59,113.01,-70.03
114219,325.95,1140.6,3.7699999999999996,275.62,249.93,7210.88
114220,1221.09,976.21,3036.39,2342.04,-20.05,-22.87
114222,115.64999999999999,560.99,23.41,2.7199999999999998,385.08,-88.38
114223,313.12,233.03,43.55,12.12,-25.58,-72.17
114224,378.38,456.19,3.9299999999999997,3.33,20.56,-15.27
114226,281.8,384.37,20.83,88.21,36.4,323.48
114228,123.6,173.43,3.68,3.2,40.32,-13.04
114229,855.46,761.35,306.51,107.09,-11.0,-65.06
114230,0.0,0.0,0.0,0.0,,
114231,0.0,0.0,0.0,0.0,,
114232,419.64,357.58,225.45,61.73,-14.79,-72.62
114236,112.53999999999999,210.61,38.68,35.66,87.14,-7.81
114238,574.41,476.29,4.17,208.73,-17.08,4905.52
114239,319.35,293.39,3.78,4.18,-8.13,10.58
114240,762.61,755.42,152.1,137.01,-0.94,-9.92
114242,22.52,233.93,44.53,29.69,938.77,-33.33
114243,110.39,14.39,4.0,0.9099999999999999,-86.96,-77.25
114244,324.0,62.44,2391.46,40.9,-80.73,-98.29
114245,174.88,136.79,152.11,48.73,-21.78,-67.96
114246,362.27,705.61,3.45,172.7,94.77,4905.8
114248,138.53,169.01,4.18,164.29,22.0,3830.38
114250,341.98,206.57,4.13,3.53,-39.6,-14.53
114251,630.83,733.1,39.57,17.15,16.21,-56.66
114252,19.67,42.25,33.47,83.05,114.79,148.13
114259,377.79,319.5,79.4,29.080000000000002,-15.43,-63.38
114262,0.0,0.0,0.0,0.0,,
114263,0.0,0.0,0.0,0.0,,
114268,0.0,0.0,0.0,0.0,,
114269,0.0,0.0,0.0,0.0,,
114270,1011.75,713.53,263.11,138.19,-29.48,-47.48
114275,75.5,74.82,55.83,17.35,-0.9,-68.92
114276,75.5,74.82,55.83,17.35,-0.9,-68.92
114277,226.47,224.42,167.49,51.980000000000004,-0.91,-68.97
114306,4.7,7.21,51.63,0.11,53.4,-99.79
114307,4.69,7.21,51.63,0.11,53.73,-99.79
114327,0.0,0.0,0.0,0.0,,
114328,0.0,0.0,0.0,0.0,,
114363,0.0,0.0,0.0,0.0,,
114370,329.3,220.17,547.05,336.18,-33.14,-38.55
114371,329.28999999999996,220.17,547.05,336.18,-33.14,-38.55
114389,0.0,0.0,0.0,0.0,,
114390,0.0,0.0,0.0,0.0,,
114393,0.0,0.0,0.0,0.0,,
114394,982.98,1510.79,9.93,5.75,53.69,-42.09
114395,1188.4,941.95,6.3100000000000005,5.779999999999999,-20.74,-8.4
114396,1013.11,2334.4300000000003,6.04,6.199999999999999,130.42,2.65
114397,0.0,0.0,0.0,0.0,,
114398,0.0,0.0,0.0,0.0,,
114400,0.0,0.0,0.0,0.0,,
114401,0.0,0.0,0.0,0.0,,
114402,0.0,0.0,0.0,0.0,,
114403,641.8,778.16,6.33,5.949999999999999,21.25,-6.0
114404,981.52,911.01,6.33,5.93,-7.18,-6.32
114405,2687.18,2406.9,6.09,5.75,-10.43,-5.58
114406,1395.31,55.12,6.57,0.28,-96.05,-95.74
114407,523.5,437.28999999999996,6.3100000000000005,5.77,-16.47,-8.56
114408,1300.79,1153.71,6.3100000000000005,5.779999999999999,-11.31,-8.4
114409,1308.44,1462.3600000000001,6.5,5.9799999999999995,11.76,-8.0
114410,1465.76,920.69,6.19,5.779999999999999,-37.19,-6.62
114411,351.53000000000003,0.0,3.88,0.0,-100.0,-100.0
114412,0.0,0.0,0.0,0.0,,
114413,1487.72,1057.13,6.03,5.8,-28.94,-3.81
114414,956.22,788.61,6.28,5.7,-17.53,-9.24
114415,0.0,0.0,0.0,0.0,,
114416,0.0,0.0,0.0,0.0,,
114417,38.69,340.0,0.42,5.91,778.78,1307.14
114418,0.0,0.0,0.0,0.0,,
114419,0.0,0.0,0.0,0.0,,
114437,107.54,132.81,21.57,118.76,23.5,450.58
114448,0.0,0.0,0.0,0.0,,
