idpozo,1,2,3,4,5,6,7,8,9,10,11,primer_semestre,segundo_semestre,variacion
101650,20.41,14.38,13.95,12.41,15.45,11.4,17.56,3.39,10.77,12.68,7.13,88.0,51.53,-41.44
101651,16.25,44.17,52.92,44.09,40.71,36.9,40.13,40.24,38.0,38.66,40.62,235.04000000000002,197.65,-15.91
101653,21.8,14.27,34.98,19.03,30.36,28.26,23.29,19.13,27.41,21.04,17.17,148.7,108.04,-27.34
101654,0.0,7.46,11.89,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34,0.0,-100.0
101657,53.27,48.64,54.65,42.28,43.01,38.96,42.16,42.27,38.57,40.85,42.92,280.81,206.76999999999998,-26.37
101659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101664,37.91,33.36,0.0,9.75,7.68,7.13,7.65,7.6,7.17,7.15,7.67,95.82999999999998,37.24,-61.14
101670,2.16,1.98,1.88,2.36,2.61,3.16,3.36,2.91,2.75,2.75,2.94,14.15,14.709999999999999,3.96
101671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101677,2.45,2.27,2.9,4.81,4.99,4.63,4.97,5.39,5.98,2.92,0.74,22.05,19.999999999999996,-9.3
101681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101682,56.65,23.77,4.48,13.02,16.39,14.74,13.06,7.97,10.23,12.16,12.44,129.05,55.86,-56.71
101683,59.56,35.99,23.27,24.82,26.33,12.46,23.86,25.5,54.4,74.53,77.75,182.43000000000004,256.03999999999996,40.35
101684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101685,36.99,27.34,12.52,3.64,7.44,5.39,0.4,0.0,0.0,0.0,0.0,93.32,0.4,-99.57
101686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101687,9.22,8.4,8.06,6.5,7.0,6.9,7.45,7.24,7.1,7.22,7.59,46.08,36.599999999999994,-20.57
101689,7.01,6.42,7.71,3.56,3.33,3.09,3.45,6.7,6.95,6.91,7.44,31.12,31.450000000000003,1.06
101690,26.9,56.26,66.75,62.16,57.45,47.16,69.48,53.38,56.93,53.3,52.95,316.67999999999995,286.04,-9.68
101691,59.74,56.81,52.35,38.25,38.34,33.67,37.55,37.32,11.09,31.2,29.97,279.16,147.13,-47.3
101695,25.58,24.33,29.16,24.44,24.37,22.06,23.96,23.79,21.65,23.66,24.47,149.94,117.53,-21.62
101696,22.95,18.55,21.98,19.01,18.77,16.96,18.56,18.85,8.15,3.49,3.51,118.22,52.559999999999995,-55.54
101697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101698,26.5,22.54,14.42,0.0,0.0,0.0,0.0,0.0,1.44,23.51,26.74,63.46,51.69,-18.55
101699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101703,8.81,8.11,4.03,1.51,0.0,0.0,9.48,23.41,10.1,15.27,14.94,22.460000000000004,73.2,225.91
101704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101705,11.39,9.18,28.21,49.08,47.5,47.25,23.93,53.82,35.07,46.64,35.02,192.61,194.48,0.97
101706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101707,10.18,46.04,75.89,72.4,49.52,14.99,19.33,25.84,22.94,25.41,24.86,269.02000000000004,118.38,-56.0
101708,44.5,39.47,89.37,82.73,60.76,79.32,36.4,31.41,31.6,14.78,31.08,396.15,145.26999999999998,-63.33
101709,87.43,55.12,141.3,133.91,130.29,129.07,145.09,161.2,134.91,165.19,164.74,677.1199999999999,771.1299999999999,13.88
101713,42.04,10.49,38.66,37.01,29.37,19.37,22.85,22.54,18.84,21.66,20.36,176.94,106.25,-39.95
101714,1.0,0.37,0.6,0.2,0.34,0.33,0.58,0.01,0.04,0.03,0.03,2.8400000000000003,0.6900000000000001,-75.7
101715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101717,31.99,29.7,34.59,32.35,34.47,29.48,22.85,24.7,24.11,26.53,25.96,192.57999999999998,124.15,-35.53
101718,60.85,56.43,64.49,36.22,32.09,28.5,23.84,4.97,26.18,28.69,28.17,278.58,111.85,-59.85
101719,38.97,14.19,10.33,10.15,15.84,11.36,6.15,15.11,12.36,16.31,15.08,100.84,65.00999999999999,-35.53
101720,36.14,39.47,31.92,37.91,53.88,44.04,35.68,35.22,31.41,31.4,29.02,243.35999999999999,162.73000000000002,-33.13
101724,0.62,0.8,1.42,5.07,5.64,4.42,9.28,15.64,14.9,15.76,15.96,17.97,71.53999999999999,298.11
101725,4.03,2.84,2.75,2.45,3.05,2.25,3.47,0.59,1.88,2.21,1.24,17.37,9.39,-45.94
101726,8.63,8.07,9.48,8.18,8.19,4.26,0.0,2.46,0.0,2.2,0.0,46.809999999999995,4.66,-90.04
101727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101728,25.79,25.73,34.46,37.1,43.71,44.04,58.15,45.08,0.0,0.0,0.0,210.82999999999998,103.22999999999999,-51.04
101730,3.38,2.38,2.31,2.05,2.56,1.89,2.91,0.77,2.44,2.88,1.62,14.570000000000002,10.620000000000001,-27.11
101732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101733,70.44,43.25,16.27,24.02,24.07,22.32,25.6,40.86,38.59,33.41,40.74,200.37,179.20000000000002,-10.57
101734,0.0,21.54,69.26,53.64,43.06,57.24,51.79,2.52,0.99,0.85,2.77,244.74,58.92000000000001,-75.93
101735,47.2,63.74,64.27,8.39,8.11,7.36,9.84,38.51,36.34,3.92,22.46,199.07,111.07,-44.21
101736,42.67,43.14,81.87,74.48,79.37,70.94,48.42,87.27,34.86,29.68,86.68,392.47,286.91,-26.9
101737,23.65,23.11,27.7,18.57,22.68,13.81,22.72,22.41,9.71,18.65,22.02,129.52,95.50999999999999,-26.26
101739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101740,28.61,24.57,4.85,8.79,4.71,6.12,12.32,11.78,0.0,6.29,0.0,77.64999999999999,30.39,-60.86
101741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101745,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,-100.0
101746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3.66,0.0,6.18,
101748,3.7,2.61,2.53,2.25,2.8,2.07,3.19,1.97,6.25,7.35,4.14,15.96,22.9,43.48
101750,17.5,16.38,4.8,4.12,7.69,6.16,12.32,10.96,1.62,7.03,0.94,56.64999999999999,32.870000000000005,-41.98
101751,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,-100.0
101753,18.52,13.05,12.66,11.26,14.01,10.34,15.93,2.71,8.6,10.12,5.69,79.84,43.05,-46.08
101754,16.75,15.66,18.34,14.7,14.34,10.5,7.99,9.75,9.55,8.27,11.46,90.29,47.02,-47.92
101755,12.96,9.13,8.86,7.88,9.81,7.24,11.15,4.32,13.71,16.14,9.08,55.88000000000001,54.4,-2.65
101757,13.75,17.03,5.91,5.82,1.05,0.0,1.09,3.32,0.0,0.0,0.0,43.559999999999995,4.41,-89.88
101758,3.85,2.06,1.61,0.31,0.31,0.28,0.31,0.3,0.28,0.29,0.14,8.42,1.3199999999999998,-84.32
101763,2.41,1.7,1.65,1.46,1.82,1.34,2.07,1.87,5.93,6.98,3.93,10.379999999999999,20.78,100.19
101765,63.33,44.41,43.09,26.76,24.83,16.76,22.56,17.24,17.32,24.92,24.87,219.17999999999995,106.91,-51.22
101766,5.93,5.2,6.08,5.27,5.28,4.63,5.25,5.21,4.92,5.14,5.32,32.39,25.84,-20.22
101767,166.2,154.83,175.96,152.18,167.01,151.99,57.6,164.29,109.1,62.82,91.3,968.1700000000001,485.11,-49.89
101769,89.02,65.75,50.38,66.11,76.33,68.65,71.28,67.13,75.92,90.29,88.11,416.24,392.73,-5.65
101771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101772,14.59,35.94,33.67,17.75,0.58,0.54,0.58,0.58,0.55,0.5,0.04,103.07000000000001,2.25,-97.82
101773,0.6,0.42,0.41,0.37,0.45,0.34,0.52,0.23,0.75,0.88,0.5,2.59,2.88,11.2
101774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101775,64.73,66.89,83.43,55.41,57.77,69.08,75.22,74.16,66.31,66.1,75.24,397.31,357.03,-10.14
101776,11.53,7.21,1.91,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.52,0.0,-100.0
101777,216.53,153.73,152.32,139.46,135.2,135.67,151.11,167.68,217.98,240.08,232.42,932.91,1009.27,8.19
101779,9.13,3.68,5.96,2.03,3.42,3.35,5.82,2.54,7.61,5.87,6.18,27.57,28.02,1.63
101780,0.51,0.61,0.59,2.52,3.34,2.6,3.51,3.6,3.2,3.55,3.46,10.17,17.32,70.3
101781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101782,15.88,19.06,25.86,23.94,25.1,22.95,25.56,26.16,23.46,23.78,19.59,132.79,118.55000000000001,-10.72
101784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101790,13.15,12.75,14.19,13.36,14.07,17.68,24.24,27.75,41.4,46.5,44.77,85.19999999999999,184.66,116.74
101791,57.76,58.76,64.85,42.11,28.83,18.48,22.39,32.02,27.5,21.48,30.69,270.79,134.08,-50.49
101794,5.49,8.38,13.1,12.31,13.05,9.96,4.93,12.05,8.37,12.81,7.63,62.29,45.790000000000006,-26.49
101795,2.24,3.68,5.96,2.03,3.42,3.35,5.82,2.16,6.47,4.99,5.25,20.68,24.689999999999998,19.39
101796,1.0,0.37,0.6,0.2,0.34,0.33,0.58,0.01,0.04,0.03,0.03,2.8400000000000003,0.6900000000000001,-75.7
101797,66.1,66.98,75.04,71.16,66.26,32.32,45.71,58.56,48.74,54.28,63.03,377.85999999999996,270.32000000000005,-28.46
101798,14.48,6.57,23.52,6.2,15.22,18.66,23.23,16.36,2.49,0.92,8.3,84.65,51.30000000000001,-39.4
101799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101804,21.98,29.5,44.2,25.95,27.56,12.35,12.71,17.93,26.21,26.45,7.35,161.54,90.64999999999999,-43.88
101807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101813,6.64,18.03,20.2,18.59,19.81,17.93,13.93,2.11,8.35,20.09,19.73,101.20000000000002,64.21000000000001,-36.55
101814,17.41,16.53,17.43,15.66,15.56,12.01,0.0,0.0,9.42,16.04,16.83,94.60000000000001,42.29,-55.3
101815,11.79,11.34,9.29,7.94,8.45,7.62,9.36,13.07,11.36,8.37,2.31,56.43,44.47,-21.19
101817,16.23,11.19,16.91,15.62,16.58,15.07,24.56,56.38,48.84,56.45,55.08,91.6,241.31,163.44
101819,15.35,13.94,18.05,17.19,17.94,17.72,19.73,20.6,18.49,20.11,19.88,100.19,98.80999999999999,-1.38
101821,17.25,15.68,20.04,20.24,19.75,19.51,21.73,26.22,23.53,25.58,25.3,112.47,122.36,8.79
101822,58.16,53.09,54.05,42.88,58.69,54.68,59.56,63.82,72.48,80.26,87.06,321.55,363.18,12.95
101825,71.0,51.96,76.68,70.93,54.84,31.02,62.17,72.52,71.99,45.18,14.6,356.43000000000006,266.46000000000004,-25.24
101826,79.56,71.29,75.88,74.35,77.9,84.78,73.59,83.89,88.88,75.23,79.45,463.76,401.04,-13.52
101827,73.93,68.8,60.26,52.1,8.03,35.02,52.75,53.69,56.88,48.21,49.05,298.14,260.58,-12.6
101829,20.77,46.62,51.27,50.15,52.03,65.05,42.39,29.64,28.43,30.69,28.38,285.89,159.53,-44.2
101830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101833,23.29,5.77,6.59,5.83,6.44,5.83,6.4,7.16,8.76,9.67,9.47,53.74999999999999,41.46,-22.87
101837,10.33,4.59,7.45,2.54,4.28,4.18,7.28,1.92,5.77,4.45,4.68,33.370000000000005,24.099999999999998,-27.78
101838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101839,8.42,4.27,8.92,8.27,8.03,5.87,6.86,7.7,6.76,6.94,4.86,43.779999999999994,33.120000000000005,-24.35
101841,1.85,1.74,2.1,1.85,9.0,10.17,9.32,12.36,10.58,12.48,13.22,26.71,57.959999999999994,117.0
101843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101844,17.91,32.02,40.4,33.34,38.98,35.86,32.86,25.19,22.49,28.22,27.26,198.51,136.01999999999998,-31.48
101846,5.27,6.06,7.41,6.82,7.26,6.57,7.25,14.55,12.55,14.41,14.25,39.39,63.010000000000005,59.96
101847,22.37,12.9,7.86,7.32,7.1,11.9,20.64,34.18,31.45,31.99,32.24,69.45,150.5,116.7
101848,57.01,45.43,30.69,28.52,20.11,9.68,11.72,14.12,12.38,10.4,13.64,191.44,62.26,-67.48
101849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101850,69.43,62.8,33.84,30.26,30.35,31.89,35.68,46.22,94.72,104.4,101.61,258.57,382.63,47.98
101851,57.08,87.27,171.23,168.76,157.11,162.9,166.18,185.71,151.61,120.21,56.72,804.35,680.4300000000001,-15.41
101852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101853,73.01,69.89,43.4,18.7,7.18,0.0,28.75,126.48,115.87,115.25,121.85,212.18,508.20000000000005,139.51
101855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101857,12.71,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.830000000000002,0.0,-100.0
101862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101863,12.64,9.37,15.2,5.17,8.72,8.53,14.84,1.85,5.56,4.29,4.51,59.629999999999995,31.049999999999997,-47.93
101867,93.24,70.44,14.85,8.36,5.84,8.13,9.22,12.65,21.19,23.16,22.88,200.85999999999999,89.1,-55.64
101870,31.46,21.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.18,0.0,-100.0
101874,0.83,0.37,0.6,0.2,0.34,0.33,0.58,0.26,0.77,0.59,0.62,2.67,2.82,5.62
101875,5.58,4.41,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,0.0,-100.0
101876,83.27,76.1,72.89,67.18,65.49,65.36,70.83,51.89,47.81,52.31,48.87,430.29,271.71,-36.85
101877,39.93,36.61,55.18,51.67,50.19,49.53,52.1,51.06,42.87,47.31,46.29,283.11,239.63,-15.36
101881,15.67,6.43,10.43,3.55,5.99,5.85,10.18,2.54,7.61,5.87,6.18,47.92,32.379999999999995,-32.43
101882,4.84,4.03,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.790000000000001,0.0,-100.0
101883,56.49,50.73,44.64,36.11,34.72,34.73,34.48,32.82,29.41,28.68,30.95,257.42,156.33999999999997,-39.27
101888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101889,19.15,17.53,25.27,25.92,25.5,24.98,43.55,80.59,72.02,79.48,77.77,138.35,353.40999999999997,155.45
101891,17.86,6.06,9.84,3.35,5.64,5.52,9.6,2.64,7.93,6.11,6.43,48.269999999999996,32.71,-32.24
101892,0.64,0.55,0.89,0.3,0.51,0.5,0.87,0.19,0.56,0.43,0.45,3.3899999999999997,2.5000000000000004,-26.25
101893,3.55,3.22,4.62,5.21,5.12,5.02,5.59,5.72,5.11,5.12,5.52,26.740000000000002,27.06,1.2
101895,19.03,17.27,21.44,20.81,20.63,20.25,29.75,47.2,43.44,46.34,45.55,119.42999999999999,212.28000000000003,77.74
101899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101905,89.37,6.46,81.15,85.61,77.93,75.6,84.13,26.07,13.15,14.52,10.43,416.12,148.3,-64.36
101906,13.19,11.99,17.0,18.23,17.53,17.57,19.57,19.47,32.15,35.48,34.72,95.50999999999999,141.39,48.04
101907,2.89,15.79,17.78,16.37,17.43,15.76,13.5,8.39,6.97,11.83,11.57,86.02,52.26,-39.25
101909,237.97,208.87,49.2,15.77,38.08,100.79,184.33,194.87,174.14,192.19,183.14,650.68,928.67,42.72
101910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101911,5.65,3.26,2.83,4.7,2.33,3.24,4.27,0.93,5.5,4.83,3.18,22.010000000000005,18.71,-14.99
101912,49.57,41.84,38.6,36.04,60.32,54.37,37.43,68.82,70.7,21.15,67.34,280.73999999999995,265.44,-5.45
101913,77.74,59.93,50.02,50.75,59.6,64.23,46.99,35.5,55.3,0.0,0.0,362.27000000000004,137.79000000000002,-61.96
101914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101915,14.47,13.78,14.64,14.09,14.59,9.44,0.45,6.3,10.07,15.19,15.11,81.01,47.12,-41.83
101920,10.27,9.32,10.53,9.02,8.68,5.61,0.0,2.37,0.86,5.67,3.56,53.43,12.46,-76.68
101921,9.82,9.14,10.18,9.59,10.22,8.3,0.0,5.52,5.3,2.62,0.17,57.25,13.610000000000001,-76.23
101925,11.95,10.0,1.45,0.0,10.35,10.32,11.74,11.92,10.99,12.86,12.8,44.07,60.31,36.85
101927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101929,78.15,70.33,99.5,92.21,78.78,39.45,44.97,37.9,31.95,43.79,47.3,458.42,205.91000000000003,-55.08
101933,143.96,140.06,160.26,119.86,107.27,52.49,74.3,106.29,93.68,96.36,102.95,723.9,473.58,-34.58
101934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101938,8.29,20.11,15.33,12.98,3.22,7.48,0.0,0.0,7.46,15.62,6.52,67.41,29.599999999999998,-56.09
101941,7.02,10.25,9.9,17.65,22.16,25.43,29.08,29.62,26.67,29.35,25.8,92.41,140.52,52.06
101943,1.4,1.3,1.49,1.37,0.6,0.0,0.0,0.0,0.0,0.0,0.0,6.16,0.0,-100.0
101945,66.91,62.33,29.9,13.5,12.74,7.65,12.78,12.31,9.98,11.02,8.05,193.03000000000003,54.14,-71.95
101946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101955,4.98,2.94,4.77,1.62,2.74,2.68,4.66,2.04,6.12,4.72,4.97,19.729999999999997,22.509999999999998,14.09
101956,29.14,3.81,4.63,0.91,4.22,9.23,11.05,11.33,10.16,11.12,10.79,51.94,54.45,4.83
101959,0.73,0.46,0.75,0.25,0.47,0.5,0.87,0.28,0.84,0.64,0.68,3.16,3.31,4.75
101960,15.61,11.71,11.58,10.66,11.36,10.28,11.82,13.05,11.48,14.18,14.17,71.2,64.7,-9.13
101961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101963,0.22,4.3,5.58,8.67,12.46,18.62,21.25,21.75,17.68,16.83,20.83,49.85,98.33999999999999,97.27
101964,28.06,10.51,6.26,15.15,19.63,3.25,0.0,0.0,0.0,0.0,3.0,82.86,3.0,-96.38
101967,7.47,3.86,6.26,2.13,3.59,3.51,6.11,1.98,5.95,4.58,4.83,26.82,23.449999999999996,-12.57
101968,9.83,4.41,7.15,2.44,4.11,4.01,6.98,2.86,8.59,6.62,6.97,31.950000000000003,32.02,0.22
101970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101971,0.0,0.0,0.0,0.0,0.0,0.0,8.03,19.05,3.1,9.35,2.82,0.0,42.35,
101973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101975,25.63,21.14,21.0,9.31,6.87,7.3,9.05,9.26,8.05,8.39,7.49,91.25,42.24,-53.71
101976,10.29,9.61,10.97,8.35,28.59,25.53,31.06,38.41,26.02,30.07,37.27,93.34,162.83,74.45
101977,26.64,24.74,28.07,36.94,40.53,28.45,31.69,32.33,28.83,31.24,23.91,185.36999999999998,148.0,-20.16
101978,10.6,17.56,21.04,23.81,25.24,17.92,20.77,21.25,19.29,19.83,20.42,116.16999999999999,101.55999999999999,-12.58
101982,18.11,0.74,0.0,0.0,12.13,10.52,11.88,12.2,7.48,0.15,0.0,41.5,31.709999999999997,-23.59
101986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101992,7.68,9.09,6.65,7.77,8.57,7.64,7.34,8.72,7.64,7.66,8.17,47.400000000000006,39.53,-16.6
101994,0.5,0.18,0.3,0.1,0.17,0.17,0.29,0.12,0.35,0.27,0.28,1.42,1.31,-7.75
101995,14.27,13.41,15.3,13.93,14.78,13.39,29.89,30.61,22.45,23.62,29.25,85.08,135.82,59.64
101999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102003,8.21,7.49,5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.310000000000002,0.0,-100.0
102004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102009,8.57,7.82,8.58,6.04,1.73,5.65,12.25,12.61,11.37,12.58,12.26,38.38999999999999,61.06999999999999,59.08
102011,15.97,14.92,16.97,10.24,11.02,14.93,16.77,17.16,15.32,12.24,16.49,84.05000000000001,77.98,-7.22
102017,5.2,2.39,3.88,1.32,2.22,2.18,3.78,2.82,8.45,6.52,6.86,17.19,28.43,65.39
102018,4.03,3.86,6.26,2.13,3.59,3.51,6.11,0.64,1.91,1.48,1.55,23.380000000000003,11.690000000000001,-50.0
102020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102022,39.54,12.44,14.79,15.86,15.57,11.48,12.81,11.44,12.5,31.41,32.35,109.67999999999999,100.50999999999999,-8.36
102023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102024,0.0,0.0,34.49,39.9,59.9,50.8,55.12,56.39,49.3,55.64,54.19,185.08999999999997,270.64,46.22
102025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102026,66.59,24.78,13.71,9.92,15.86,20.05,7.96,3.6,4.29,22.95,24.45,150.91000000000003,63.25,-58.09
102027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102031,12.3,11.53,13.45,11.91,12.27,12.53,15.37,15.93,10.44,4.47,19.2,73.99,65.41,-11.6
102034,26.21,11.62,19.3,18.9,17.72,11.13,12.06,12.34,11.18,12.69,12.41,104.88,60.67999999999999,-42.14
102035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102037,18.33,8.5,7.15,8.21,8.74,7.89,8.78,8.99,1.93,0.0,0.0,58.82,19.7,-66.51
102042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102048,10.43,4.41,7.15,2.44,4.11,4.01,6.98,2.86,8.59,6.62,6.97,32.550000000000004,32.02,-1.63
102049,11.22,10.85,11.63,16.63,16.18,6.87,8.14,8.33,7.6,7.91,5.47,73.38,37.45,-48.96
102050,35.17,24.79,26.86,15.31,19.07,3.0,18.89,42.8,39.2,41.51,41.53,124.19999999999999,183.93,48.09
102051,105.0,99.17,103.12,55.72,65.61,54.65,20.95,43.2,39.0,42.05,41.88,483.27,187.07999999999998,-61.29
102052,15.23,9.21,48.36,58.33,61.81,55.62,21.39,0.0,0.0,28.8,58.54,248.56,108.72999999999999,-56.26
102053,4.63,4.34,4.95,4.56,4.86,4.4,4.82,4.15,4.41,4.87,4.73,27.739999999999995,22.98,-17.16
102054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102055,2.7,1.1,1.79,0.61,1.03,1.0,1.75,1.54,4.63,3.57,3.75,8.23,15.24,85.18
102064,13.84,14.58,16.81,15.5,16.38,12.6,14.61,16.18,14.08,15.89,15.79,89.71,76.55,-14.67
102065,29.7,28.33,64.61,68.41,76.07,68.17,66.79,66.58,49.98,54.29,53.74,335.29,291.38,-13.1
102067,0.5,0.18,0.3,0.1,0.17,0.17,0.29,0.01,0.04,0.03,0.03,1.42,0.4,-71.83
102070,6.4,8.44,7.0,7.85,23.13,38.08,25.24,43.39,38.9,18.49,41.89,90.89999999999999,167.91,84.72
102071,0.5,0.18,0.3,0.1,0.17,0.17,0.29,0.01,0.04,0.03,0.03,1.42,0.4,-71.83
102072,10.3,9.45,9.87,8.91,9.29,8.61,13.08,15.64,13.96,15.97,15.78,56.43,74.42999999999999,31.9
102074,21.22,8.38,6.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.900000000000006,0.0,-100.0
102075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
