idpozo,empresa,provincia,tipo_de_recurso,prod_pet,prod_gas,prod_agua,iny_agua,iny_gas,tef,inyeccion_total,eficiencia_pet
166583,SHELL ARGENTINA S.A.,Neuquén,NO CONVENCIONAL,52325.98,4151.27,7696.63,0.0,0.0,185.17,0.0,
166257,TECPETROL S.A.,Neuquén,NO CONVENCIONAL,51935.8725,3594.486507,12761.4858,0.0,0.0,276.87848,0.0,
165700,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,51737.138,4899.977,22173.63,0.0,0.0,328.527,0.0,
166199,YPF S.A.,Neuquén,NO CONVENCIONAL,51555.97,10609.53,12794.89,0.0,0.0,306.56,0.0,
165547,CHEVRON ARGENTINA S.R.L.,Neuquén,NO CONVENCIONAL,51217.97,23479.37946,46085.36,0.0,0.0,294.903,0.0,
166151,PETROLERA EL TREBOL S.A.,Rio Negro,NO CONVENCIONAL,50714.246,2457.1482,1724.11382,0.0,0.0,332.25208,0.0,
165201,PLUSPETROL S.A.,Neuquén,NO CONVENCIONAL,50673.264,61620.276,17288.791,0.0,0.0,322.30903,0.0,
166204,YPF S.A.,Neuquén,NO CONVENCIONAL,49052.87,5114.11,3608.12,0.0,0.0,319.72,0.0,
166451,YPF S.A.,Neuquén,NO CONVENCIONAL,48655.58,4677.3,12186.45,0.0,0.0,186.6,0.0,
166152,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,48502.4,1994.505,10881.707,0.0,0.0,302.646,0.0,
165402,PLUSPETROL S.A.,Neuquén,NO CONVENCIONAL,48415.16,64736.805,34444.643,0.0,0.0,310.78889,0.0,
165787,YPF S.A.,Neuquén,NO CONVENCIONAL,48398.9,10561.76,7771.219999999999,0.0,0.0,332.59000000000003,0.0,
166194,YPF S.A.,Neuquén,NO CONVENCIONAL,47858.03,10938.210000000001,11381.25,0.0,0.0,288.21,0.0,
165792,YPF S.A.,Neuquén,NO CONVENCIONAL,47551.56,8243.83,5473.42,0.0,0.0,328.97,0.0,
166125,YPF S.A.,Neuquén,NO CONVENCIONAL,47235.56,3521.61,8012.85,0.0,0.0,325.05,0.0,
166206,YPF S.A.,Neuquén,NO CONVENCIONAL,46395.65,4695.99,4129.87,0.0,0.0,305.38,0.0,
166197,YPF S.A.,Neuquén,NO CONVENCIONAL,46323.130000000005,9406.85,12702.32,0.0,0.0,322.65999999999997,0.0,
165675,YPF S.A.,Neuquén,NO CONVENCIONAL,45867.68,15462.99,6629.67,0.0,0.0,332.16,0.0,
166331,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,45653.095,4809.729,12436.901,0.0,0.0,218.984,0.0,
166233,CHEVRON ARGENTINA S.R.L.,Neuquén,NO CONVENCIONAL,45555.52,15176.32022,47980.99,0.0,0.0,229.661,0.0,
165785,YPF S.A.,Neuquén,NO CONVENCIONAL,45376.5,10059.57,8992.91,0.0,0.0,333.09000000000003,0.0,
165789,YPF S.A.,Neuquén,NO CONVENCIONAL,45344.44,10819.16,13144.08,0.0,0.0,304.37,0.0,
166564,YPF S.A.,Neuquén,NO CONVENCIONAL,45153.05,8690.57,7716.18,0.0,0.0,212.94,0.0,
165173,YPF S.A.,Neuquén,NO CONVENCIONAL,44795.18,7690.35,18847.44,0.0,0.0,320.65,0.0,
166449,YPF S.A.,Neuquén,NO CONVENCIONAL,44731.17,4231.7,17287.07,0.0,0.0,191.39,0.0,
166216,KILWER S.A.,Neuquén,NO CONVENCIONAL,44715.952,3319.874316,14121.18686,0.0,0.0,303.26736,0.0,
165673,YPF S.A.,Neuquén,NO CONVENCIONAL,44567.340000000004,15368.03,6516.61,0.0,0.0,332.52,0.0,
165097,SHELL ARGENTINA S.A.,Neuquén,NO CONVENCIONAL,44541.15,5047.01,3076.35,0.0,0.0,332.74,0.0,
165725,YPF S.A.,Neuquén,NO CONVENCIONAL,44125.17,10376.96,4467.98,0.0,0.0,329.86,0.0,
166562,YPF S.A.,Neuquén,NO CONVENCIONAL,43973.35,7930.110000000001,6219.179999999999,0.0,0.0,202.39,0.0,
166324,YPF S.A.,Neuquén,NO CONVENCIONAL,43926.82,7877.15,12265.55,0.0,0.0,251.02,0.0,
166211,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,43739.80728,2317.87817,21416.2684,0.0,0.0,321.84444,0.0,
165794,YPF S.A.,Neuquén,NO CONVENCIONAL,43638.17,8763.789999999999,10668.550000000001,0.0,0.0,331.76,0.0,
166317,YPF S.A.,Neuquén,NO CONVENCIONAL,43515.9,2407.1299999999997,14979.56,0.0,0.0,256.55,0.0,
165826,TOTAL AUSTRAL S.A.,Estado Nacional,CONVENCIONAL,43368.029,1224024.8599999999,1931.9923999999999,0.0,0.0,332.125,0.0,
165674,YPF S.A.,Neuquén,NO CONVENCIONAL,43363.01,17842.92,20376.47,0.0,0.0,324.85,0.0,
165777,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,43329.788,2403.772,5213.61,0.0,0.0,325.604,0.0,
166215,KILWER S.A.,Neuquén,NO CONVENCIONAL,43155.477,3434.684352,10417.07525,0.0,0.0,301.024287,0.0,
165545,CHEVRON ARGENTINA S.R.L.,Neuquén,NO CONVENCIONAL,42431.03,19265.07351,36402.1,0.0,0.0,293.413,0.0,
166585,SHELL ARGENTINA S.A.,Neuquén,NO CONVENCIONAL,42156.75,3564.9,6123.63,0.0,0.0,178.71,0.0,
165677,YPF S.A.,Neuquén,NO CONVENCIONAL,42107.35,16801.96,18843.88,0.0,0.0,320.95,0.0,
166190,YPF S.A.,Neuquén,NO CONVENCIONAL,41841.22,9977.08,9747.89,0.0,0.0,299.46,0.0,
163630,PLUSPETROL CUENCA NEUQUINA S.R.L.,Neuquén,NO CONVENCIONAL,41003.56,11462.05,9033.36,0.0,0.0,179.0,0.0,
165676,YPF S.A.,Neuquén,NO CONVENCIONAL,40876.92,15905.11,19939.02,0.0,0.0,325.52,0.0,
166162,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,40856.8637,2965.98442,18698.592,0.0,0.0,333.00001,0.0,
165827,TOTAL AUSTRAL S.A.,Estado Nacional,CONVENCIONAL,40837.996,1167035.0,1852.75337,0.0,0.0,332.32986,0.0,
165790,YPF S.A.,Neuquén,NO CONVENCIONAL,40635.91,8410.630000000001,9099.42,0.0,0.0,331.26,0.0,
165800,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,40625.42,1946.747,3486.9759999999997,0.0,0.0,330.726,0.0,
165729,YPF S.A.,Neuquén,NO CONVENCIONAL,40601.17,11169.07,2803.74,0.0,0.0,315.19,0.0,
166249,YPF S.A.,Neuquén,NO CONVENCIONAL,40599.42,6580.97,11609.91,0.0,0.0,288.03,0.0,
165731,YPF S.A.,Neuquén,NO CONVENCIONAL,40598.77,10490.55,2290.14,0.0,0.0,329.71,0.0,
165175,YPF S.A.,Neuquén,NO CONVENCIONAL,40590.73,6241.56,18398.02,0.0,0.0,333.96,0.0,
166252,YPF S.A.,Neuquén,NO CONVENCIONAL,40573.159999999996,4881.88,9040.630000000001,0.0,0.0,268.57,0.0,
165671,YPF S.A.,Neuquén,NO CONVENCIONAL,40470.44,4837.54,7107.05,0.0,0.0,332.93,0.0,
165577,YPF S.A.,Neuquén,NO CONVENCIONAL,40452.89,3198.04,10655.69,0.0,0.0,318.92,0.0,
166195,YPF S.A.,Neuquén,NO CONVENCIONAL,40364.14,9419.15,10157.68,0.0,0.0,277.59,0.0,
166304,PAMPA ENERGIA S.A.,Neuquén,NO CONVENCIONAL,40186.8834,3158.11935,19785.142,0.0,0.0,214.4618,0.0,
165277,YPF S.A.,Neuquén,NO CONVENCIONAL,40109.81,18132.42,8280.81,0.0,0.0,304.63,0.0,
166384,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,40073.994,1208.733,9584.121,0.0,0.0,202.606,0.0,
166569,YPF S.A.,Neuquén,NO CONVENCIONAL,39806.92,3620.87,5047.99,0.0,0.0,184.94,0.0,
166570,YPF S.A.,Neuquén,NO CONVENCIONAL,39584.46,3576.54,5108.35,0.0,0.0,184.86,0.0,
166210,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,39477.991969999995,2118.8935,15688.2711,0.0,0.0,321.13196,0.0,
166198,YPF S.A.,Neuquén,NO CONVENCIONAL,39273.79,7817.56,12670.91,0.0,0.0,321.90999999999997,0.0,
166153,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,39130.089,1401.356,6748.128,0.0,0.0,299.316,0.0,
166156,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,38905.026190000004,2667.5469160000002,24407.4492,0.0,0.0,333.59028,0.0,
166129,YPF S.A.,Neuquén,NO CONVENCIONAL,38857.57,15515.9,17841.89,0.0,0.0,327.85,0.0,
166191,YPF S.A.,Neuquén,NO CONVENCIONAL,38744.9,9701.68,12824.33,0.0,0.0,302.21,0.0,
165730,YPF S.A.,Neuquén,NO CONVENCIONAL,38739.06,8387.66,18580.58,0.0,0.0,306.45,0.0,
166150,PETROLERA EL TREBOL S.A.,Rio Negro,NO CONVENCIONAL,38429.685,1717.5542,620.78088,0.0,0.0,332.30138,0.0,
166305,PAMPA ENERGIA S.A.,Neuquén,NO CONVENCIONAL,38409.874,2949.68941,17747.7763,0.0,0.0,216.95209,0.0,
166253,YPF S.A.,Neuquén,NO CONVENCIONAL,38395.4,4797.21,5640.8099999999995,0.0,0.0,276.27,0.0,
165103,PLUSPETROL S.A.,Neuquén,NO CONVENCIONAL,38373.38,48677.394,17618.087,0.0,0.0,315.42709,0.0,
166460,YPF S.A.,Neuquén,NO CONVENCIONAL,38359.23,8120.5,11461.88,0.0,0.0,222.65,0.0,
166127,YPF S.A.,Neuquén,NO CONVENCIONAL,38243.49,3109.96,15747.0,0.0,0.0,317.94,0.0,
166231,CHEVRON ARGENTINA S.R.L.,Neuquén,NO CONVENCIONAL,37516.630000000005,11539.77396,34492.17,0.0,0.0,236.416,0.0,
165174,YPF S.A.,Neuquén,NO CONVENCIONAL,37511.71,4659.95,7408.32,0.0,0.0,320.75,0.0,
165561,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,37200.243,4805.209,11504.412,0.0,0.0,312.71,0.0,
165361,YPF S.A.,Neuquén,NO CONVENCIONAL,36919.61,3148.45,278.96,0.0,0.0,326.1,0.0,
166315,YPF S.A.,Neuquén,NO CONVENCIONAL,36763.43,1850.6399999999999,21586.46,0.0,0.0,246.28,0.0,
166618,YPF S.A.,Neuquén,NO CONVENCIONAL,36758.6,11722.869999999999,14284.85,0.0,0.0,160.09,0.0,
165093,KILWER S.A.,Neuquén,NO CONVENCIONAL,36726.676,3495.0522,2427.6211399999997,0.0,0.0,323.97015,0.0,
166620,YPF S.A.,Neuquén,NO CONVENCIONAL,36703.36,11356.4,13981.560000000001,0.0,0.0,153.69,0.0,
166330,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,36671.004,4981.465,18055.448,0.0,0.0,221.902,0.0,
165559,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,36585.827000000005,4868.13,12395.314,0.0,0.0,301.304,0.0,
165278,YPF S.A.,Neuquén,NO CONVENCIONAL,36507.57,13867.08,10447.17,0.0,0.0,319.62,0.0,
165363,YPF S.A.,Neuquén,NO CONVENCIONAL,36452.31,3371.16,2913.12,0.0,0.0,281.13,0.0,
165788,YPF S.A.,Neuquén,NO CONVENCIONAL,36396.31,8356.55,15930.04,0.0,0.0,332.65,0.0,
165728,YPF S.A.,Neuquén,NO CONVENCIONAL,36379.45,9906.86,2808.5,0.0,0.0,306.19,0.0,
166254,YPF S.A.,Neuquén,NO CONVENCIONAL,36315.53,4170.67,5695.29,0.0,0.0,268.45,0.0,
165548,CHEVRON ARGENTINA S.R.L.,Neuquén,NO CONVENCIONAL,36206.11,12520.86836,65640.31,0.0,0.0,285.52,0.0,
165786,YPF S.A.,Neuquén,NO CONVENCIONAL,36124.86,7908.48,16966.77,0.0,0.0,333.22,0.0,
165089,PAMPA ENERGIA S.A.,Neuquén,NO CONVENCIONAL,36059.638,2839.4842,2342.261,0.0,0.0,316.80208,0.0,
166158,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,35987.5346,2497.0777820000003,19973.466,0.0,0.0,333.54861,0.0,
164501,TECPETROL S.A.,Neuquén,NO CONVENCIONAL,35953.6615,6446.7244,19999.4475,0.0,0.0,218.21458,0.0,
166170,TECPETROL S.A.,Neuquén,NO CONVENCIONAL,35905.4533,2350.4801549999997,7557.64837,0.0,0.0,306.32221,0.0,
166230,CHEVRON ARGENTINA S.R.L.,Neuquén,NO CONVENCIONAL,35776.2,16815.44423,18138.62,0.0,0.0,239.667,0.0,
166455,YPF S.A.,Neuquén,NO CONVENCIONAL,35753.130000000005,4545.2699999999995,16071.49,0.0,0.0,228.3,0.0,
166192,YPF S.A.,Neuquén,NO CONVENCIONAL,35659.95,8569.6,11520.49,0.0,0.0,270.26,0.0,
165801,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,35606.948,1754.161,7297.4220000000005,0.0,0.0,330.716,0.0,
165421,YPF S.A.,Neuquén,NO CONVENCIONAL,35529.89,6052.42,11038.67,0.0,0.0,331.92,0.0,
166780,YPF S.A.,Neuquén,NO CONVENCIONAL,35081.96,2890.67,12581.800000000001,0.0,0.0,121.34,0.0,
166303,PAMPA ENERGIA S.A.,Neuquén,NO CONVENCIONAL,35058.933899999996,2898.78707,22426.499,0.0,0.0,214.24027999999998,0.0,
166224,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,34775.89,2603.145,9713.607,0.0,0.0,261.558,0.0,
166214,KILWER S.A.,Neuquén,NO CONVENCIONAL,34760.337999999996,2667.12046,10836.4353,0.0,0.0,298.86042,0.0,
166232,CHEVRON ARGENTINA S.R.L.,Neuquén,NO CONVENCIONAL,34346.1,16240.10145,12036.4,0.0,0.0,237.105,0.0,
166616,YPF S.A.,Neuquén,NO CONVENCIONAL,34150.77,11450.380000000001,18344.68,0.0,0.0,158.57,0.0,
165661,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,34109.9,3832.883,11038.128999999999,0.0,0.0,328.96000000000004,0.0,
165422,YPF S.A.,Neuquén,NO CONVENCIONAL,34080.72,5350.8099999999995,3102.0299999999997,0.0,0.0,328.03,0.0,
165719,YPF S.A.,Neuquén,NO CONVENCIONAL,34037.96,3895.0499999999997,7784.04,0.0,0.0,307.23,0.0,
165279,YPF S.A.,Neuquén,NO CONVENCIONAL,33893.72,14470.150000000001,28823.81,0.0,0.0,285.34000000000003,0.0,
166306,PAMPA ENERGIA S.A.,Neuquén,NO CONVENCIONAL,33585.398,2536.29775,23759.718,0.0,0.0,210.53472,0.0,
164967,YPF S.A.,Neuquén,NO CONVENCIONAL,33436.81,8166.99,10839.64,0.0,0.0,304.15,0.0,
165549,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,33431.104,2080.9539999999997,8317.52,0.0,0.0,326.795,0.0,
166209,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,33416.5966,1950.74273,13707.517100000001,0.0,0.0,322.12431,0.0,
165678,YPF S.A.,Neuquén,NO CONVENCIONAL,33326.15,10376.24,11187.02,0.0,0.0,330.49,0.0,
165551,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,33323.524,1853.348,2648.385,0.0,0.0,325.786,0.0,
165511,YPF S.A.,Neuquén,NO CONVENCIONAL,33322.0,5769.46,3194.74,0.0,0.0,318.15,0.0,
163236,YPF S.A.,Neuquén,NO CONVENCIONAL,33253.72,2727.07,2500.91,0.0,0.0,326.98,0.0,
166329,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,33110.271,4060.241,10420.503,0.0,0.0,223.35,0.0,
165275,YPF S.A.,Neuquén,NO CONVENCIONAL,33068.97,14997.93,22594.42,0.0,0.0,284.05,0.0,
164574,YPF S.A.,Neuquén,NO CONVENCIONAL,33021.55,6523.41,1629.78,0.0,0.0,299.15,0.0,
166782,YPF S.A.,Neuquén,NO CONVENCIONAL,32974.79,2451.25,12830.45,0.0,0.0,121.44,0.0,
165802,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,32964.246,1572.164,16073.622,0.0,0.0,329.145,0.0,
165574,YPF S.A.,Neuquén,NO CONVENCIONAL,32824.26,3775.49,1486.25,0.0,0.0,328.36,0.0,
165666,YPF S.A.,Neuquén,NO CONVENCIONAL,32803.0,2086.8,9511.9,0.0,0.0,300.96,0.0,
165718,YPF S.A.,Neuquén,NO CONVENCIONAL,32572.260000000002,4433.04,13845.630000000001,0.0,0.0,332.03,0.0,
166256,YPF S.A.,Neuquén,NO CONVENCIONAL,32523.1,7043.0199999999995,5938.3,0.0,0.0,280.96,0.0,
166126,YPF S.A.,Neuquén,NO CONVENCIONAL,32512.46,1905.93,10173.37,0.0,0.0,326.7,0.0,
165573,YPF S.A.,Neuquén,NO CONVENCIONAL,32458.05,4354.65,20362.05,0.0,0.0,326.8,0.0,
166124,YPF S.A.,Neuquén,NO CONVENCIONAL,32340.92,2720.02,7563.52,0.0,0.0,309.75,0.0,
164858,PLUSPETROL S.A.,Neuquén,NO CONVENCIONAL,32167.428,50108.138,20340.112,0.0,0.0,295.10763,0.0,
164810,YPF S.A.,Neuquén,NO CONVENCIONAL,32125.559999999998,6664.34,3573.6800000000003,0.0,0.0,327.33,0.0,
166524,KILWER S.A.,Neuquén,NO CONVENCIONAL,32121.6403,1777.93839,11191.3035,0.0,0.0,173.01042999999999,0.0,
163977,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,31976.9,2319.393,681.675,0.0,0.0,323.678,0.0,
166222,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,31976.515,2405.992,10745.297,0.0,0.0,264.341,0.0,
166171,TECPETROL S.A.,Neuquén,NO CONVENCIONAL,31951.046599999998,1870.583618,9039.9678,0.0,0.0,300.99721999999997,0.0,
165721,YPF S.A.,Neuquén,NO CONVENCIONAL,31925.51,3886.03,9161.04,0.0,0.0,297.61,0.0,
165670,YPF S.A.,Neuquén,NO CONVENCIONAL,31878.56,4397.64,3466.4,0.0,0.0,327.6,0.0,
164806,YPF S.A.,Neuquén,NO CONVENCIONAL,31865.17,2679.95,854.76,0.0,0.0,330.58,0.0,
166248,YPF S.A.,Neuquén,NO CONVENCIONAL,31861.47,5508.67,37247.64,0.0,0.0,288.73,0.0,
166251,YPF S.A.,Neuquén,NO CONVENCIONAL,31762.489999999998,4765.97,10064.3,0.0,0.0,288.65,0.0,
166458,YPF S.A.,Neuquén,NO CONVENCIONAL,31662.649999999998,6621.87,4395.69,0.0,0.0,186.76,0.0,
166563,YPF S.A.,Neuquén,NO CONVENCIONAL,31646.98,5865.69,18628.86,0.0,0.0,208.85,0.0,
165679,YPF S.A.,Neuquén,NO CONVENCIONAL,31602.989999999998,7895.860000000001,13024.9,0.0,0.0,322.67,0.0,
165575,YPF S.A.,Neuquén,NO CONVENCIONAL,31518.21,2169.18,16770.7,0.0,0.0,304.53,0.0,
166657,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,31382.716,4953.111,12960.17,0.0,0.0,120.076,0.0,
165484,KILWER S.A.,Neuquén,NO CONVENCIONAL,31251.832,2074.20139,19714.9973,0.0,0.0,304.3257,0.0,
165720,YPF S.A.,Neuquén,NO CONVENCIONAL,31088.68,4274.5,16267.93,0.0,0.0,298.93,0.0,
166448,YPF S.A.,Neuquén,NO CONVENCIONAL,30986.43,2860.08,16574.54,0.0,0.0,190.35999999999999,0.0,
165791,YPF S.A.,Neuquén,NO CONVENCIONAL,30874.420000000002,6162.01,13192.8,0.0,0.0,332.32,0.0,
165403,PLUSPETROL S.A.,Neuquén,NO CONVENCIONAL,30851.657,2458.6032999999998,4740.073,0.0,0.0,288.87875,0.0,
166462,YPF S.A.,Neuquén,NO CONVENCIONAL,30845.92,6502.1,6162.82,0.0,0.0,186.54,0.0,
165420,YPF S.A.,Neuquén,NO CONVENCIONAL,30722.23,4729.65,3642.38,0.0,0.0,333.45,0.0,
165562,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,30718.847999999998,4836.695,18973.774,0.0,0.0,303.156,0.0,
164411,YPF S.A.,Neuquén,NO CONVENCIONAL,30493.010000000002,5793.91,7821.18,0.0,0.0,286.77,0.0,
165669,YPF S.A.,Neuquén,NO CONVENCIONAL,30411.99,5469.74,4822.17,0.0,0.0,326.15999999999997,0.0,
165423,YPF S.A.,Neuquén,NO CONVENCIONAL,30405.26,4931.67,9875.43,0.0,0.0,333.94,0.0,
166531,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,30382.4122,3815.176664,15446.3087,0.0,0.0,179.64583,0.0,
166328,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,30365.432,4496.938,22729.977,0.0,0.0,221.723,0.0,
166640,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,30346.6263,2447.2601,10350.9148,0.0,0.0,171.42707000000001,0.0,
165464,PLUSPETROL S.A.,Neuquén,NO CONVENCIONAL,30300.783,2177.1535,6612.227,0.0,0.0,288.38208333,0.0,
165672,YPF S.A.,Neuquén,NO CONVENCIONAL,30270.489999999998,4799.26,9921.23,0.0,0.0,332.93,0.0,
166500,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,30195.854,2360.6530000000002,39829.724,0.0,0.0,164.803,0.0,
166683,YPF S.A.,Neuquén,NO CONVENCIONAL,30167.059999999998,6393.87,11459.0,0.0,0.0,144.74,0.0,
166656,PAMPA ENERGIA S.A.,Neuquén,NO CONVENCIONAL,30150.536,1997.3924,21760.597,0.0,0.0,140.39583,0.0,
165784,YPF S.A.,Neuquén,NO CONVENCIONAL,30114.63,6644.7,16391.03,0.0,0.0,332.35,0.0,
166522,KILWER S.A.,Neuquén,NO CONVENCIONAL,30112.278,1761.870475,11369.4735,0.0,0.0,186.3125,0.0,
165514,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,29955.413,2270.047,1131.282,0.0,0.0,327.324,0.0,
165693,TOTAL AUSTRAL S.A.,Estado Nacional,CONVENCIONAL,29901.0504,832913.64,1342.62438,0.0,0.0,317.8125,0.0,
164656,YPF S.A.,Neuquén,NO CONVENCIONAL,29862.29,6268.43,2541.7,0.0,0.0,329.92,0.0,
165717,YPF S.A.,Neuquén,NO CONVENCIONAL,29859.17,3687.88,6329.24,0.0,0.0,324.31,0.0,
165482,KILWER S.A.,Neuquén,NO CONVENCIONAL,29830.11996,1994.4589999999998,18907.6895,0.0,0.0,305.98959,0.0,
166534,PAN AMERICAN ENERGY SL,Neuquén,NO CONVENCIONAL,29813.875,3764.3508039999997,14162.0574,0.0,0.0,183.71179899999998,0.0,
165510,YPF S.A.,Neuquén,NO CONVENCIONAL,29734.23,5071.6,2990.22,0.0,0.0,322.07,0.0,
166387,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,29674.082,932.3969999999999,12028.756,0.0,0.0,196.215,0.0,
164127,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,29589.04,1808.319,20068.08,0.0,0.0,324.226,0.0,
163757,YPF S.A.,Neuquén,NO CONVENCIONAL,29564.05,3751.4500000000003,8055.0,0.0,0.0,327.04,0.0,
166436,YPF S.A.,Neuquén,NO CONVENCIONAL,29449.79,1661.73,5163.37,0.0,0.0,206.35,0.0,
165438,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,29345.776,3441.33,3069.789,0.0,0.0,325.996,0.0,
166454,YPF S.A.,Neuquén,NO CONVENCIONAL,29257.93,3871.61,29023.670000000002,0.0,0.0,227.62,0.0,
165685,YPF S.A.,Neuquén,NO CONVENCIONAL,29170.36,5110.13,2684.36,0.0,0.0,314.28,0.0,
165030,VISTA ENERGY ARGENTINA SAU,Neuquén,NO CONVENCIONAL,29140.112,3470.655,4446.909,0.0,0.0,331.334,0.0,
163298,SHELL ARGENTINA S.A.,Neuquén,NO CONVENCIONAL,29110.39,2685.55,3509.11,0.0,0.0,320.28,0.0,
166450,YPF S.A.,Neuquén,NO CONVENCIONAL,29037.34,2842.23,17305.42,0.0,0.0,171.26999999999998,0.0,
165509,YPF S.A.,Neuquén,NO CONVENCIONAL,28975.38,4793.82,2320.01,0.0,0.0,322.85,0.0,
